stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
SNARE	75	2.8133	56200	0.71154	0.85714	0.74419	32.655
ABER	59	3.5085	56200	0.4	0.39394	0.42308	32.655
LOUS	30	3.7667	56000	0.65574	0.25	0.66667	32.539
HOLES	27	2.7037	55800	0.37255	0.375	0.41071	32.423
LEET	74	3.2297	55800	0.61983	0.65714	0.63736	32.423
MELT	58	3.6552	55800	0.62963	0.56	0.61739	32.423
RAILE	64	3.5625	55600	0.76503	0.85366	0.83251	32.307
ROVE	28	6	55600	0.5	0.5	0.60156	32.307
LARD	48	3.0625	55400	0.54545	0.38462	0.56962	32.191
CATER	56	2.6607	55400	0.66667	0.79167	0.75	32.191
EMIT	87	3.5287	55400	0.36508	0.5	0.50435	32.191
HERD	65	3.2462	55200	0.56522	0.42857	0.5567	32.074
CHIT	49	2.9796	55200	0.57143	0.42857	0.62626	32.074
REATE	79	2.5443	55000	0.74757	0.66667	0.75	31.958
WIRE	38	4.5	55000	0.67568	0.72414	0.65823	31.958
CAPE	31	4.5484	55000	0.59677	0.77273	0.66667	31.958
EPOS	39	4.1538	55000	0.42857	0.57692	0.48148	31.958
HEAL	73	3.3562	55000	0.71154	0.64286	0.72067	31.958
POTE	64	2.8281	54800	0.59259	1	0.66372	31.842
GRANT	25	3.48	54800	0.53704	0.5	0.55738	31.842
OUST	69	3.5217	54800	0.71598	0.78182	0.76804	31.842
FILE	33	4.1212	54800	0.63964	0.72727	0.72308	31.842
ETAS	167	2.4072	54600	0.46875	0.45455	0.49074	31.726
INNED	33	3.6061	54600	0.44231	0.36364	0.46067	31.726
TOTE	81	3.3086	54600	0.70408	0.73214	0.77366	31.726
PINT	41	3.6585	54600	0.47826	0.58621	0.52041	31.726
ASHED	36	4.6389	54600	0.65625	0.67568	0.69173	31.726
SOUT	42	3.3333	54400	0.63736	0.71429	0.67857	31.61
VINE	28	4.9286	54400	0.45745	0.47619	0.4902	31.61
TOLL	33	4.0909	54400	0.61404	0.46875	0.65649	31.61
BAIT	49	3.5918	54400	0.66038	0.77778	0.68992	31.61
GENE	43	4.2093	54400	0.38776	0.54545	0.42857	31.61
PARES	27	2.5556	54200	0.5082	0.52	0.52174	31.493
APSE	67	3.5075	54200	0.34211	0.44444	0.42697	31.493
REDIA	61	2.918	54200	0.61017	1	0.60256	31.493
LISTS	26	2.8462	54200	0.3913	0.66667	0.5	31.493
LANCE	23	5.2174	54000	0.60274	0.55556	0.61176	31.377
SNEE	100	3.05	54000	0.75	0.75	0.76923	31.377
RESIN	81	2.4568	54000	0.52632	0.75	0.61644	31.377
ROSET	90	2.5889	54000	0.76119	0.75	0.72269	31.377
ICED	53	3.2264	54000	0.45	0.34783	0.46491	31.377
EASES	45	3.1333	54000	0.69	0.46154	0.70866	31.377
TASS	65	3.1846	53800	0.5	0.54545	0.61832	31.261
TARN	116	2.7155	53600	0.68254	0.72727	0.70732	31.145
COMA	38	3.4737	53000	0.4	0.42857	0.46154	30.796
LOTE	127	2.3858	53000	0.7957	0.76471	0.79916	30.796
LOWE	20	5.15	53000	0.4878	0.54839	0.57609	30.796
ALLIES	21	4.0476	52800	0.35849	0.58974	0.54167	30.68
MIRE	100	2.57	52800	0.72441	0.75	0.75138	30.68
BITE	45	3.3778	52800	0.71296	0.82353	0.74436	30.68
CALL	23	5.0435	52800	0.44944	0.68571	0.63918	30.68
SLEE	63	3.5556	52800	0.69919	0.6	0.7006	30.68
BIDE	36	4.6111	52800	0.66667	0.58333	0.67347	30.68
HERO	133	3.8045	52600	0.68085	0.46154	0.61053	30.564
AGEN	51	3.8627	52200	0.54237	0.66667	0.54321	30.331
MOLE	50	3.3	52200	0.57759	0.7027	0.66906	30.331
ETHS	85	2.5529	52000	0.52809	0.44444	0.5	30.215
SENTE	49	2.2449	52000	0.68182	0.71429	0.63889	30.215
LAYS	29	4.1034	52000	0.41379	0.5	0.52747	30.215
BORT	38	3.7105	52000	0.57576	0.85714	0.60638	30.215
METS	55	2.3818	52000	0.45283	0.5	0.5	30.215
RANCE	34	4.1471	51800	0.62712	0.54545	0.64634	30.099
ANGA	44	5.2045	51600	0.38889	0.44828	0.37037	29.983
TEMS	104	2.8365	51600	0.41379	0.46667	0.41176	29.983
CLAT	48	3.1042	51600	0.5122	0.41667	0.47436	29.983
DISH	52	3.6731	51600	0.33333	0.6	0.34694	29.983
WASH	20	4.7	51600	0.51613	0.32	0.525	29.983
LATEN	78	2.641	51400	0.42105	0.83333	0.65306	29.866
RULE	38	3.3947	51400	0.58442	0.75	0.64646	29.866
VEST	43	3.4419	51400	0.45833	0.26316	0.43478	29.866
TONED	45	3	51200	0.54348	0.5	0.64286	29.75
MARS	82	2.622	51200	0.71287	0.53333	0.71533	29.75
BLAST	22	3.7727	51200	0.50943	0.66667	0.54237	29.75
STELL	29	3.7241	51200	0.61538		0.67949	29.75
EASING	21	3.9524	51000	0.55769	0.6	0.6087	29.634
GONS	37	3.0811	51000	0.34615	0.25	0.33333	29.634
SERES	37	2.1081	51000	0.45652	0.46667	0.4697	29.634
START	51	3.0196	51000	0.66667	0.69231	0.68478	29.634
CORD	35	3.8	51000	0.74545	0.4	0.62963	29.634
FRAT	62	3.4032	51000	0.58065	0.51613	0.61029	29.634
RIAS	115	2.887	50800	0.36	0.5	0.39437	29.518
NEAL	120	2.4917	50800	0.68966	0.675	0.76712	29.518
SINGS	21	3.381	50800	0.5102	0.53333	0.54545	29.518
RODES	49	2.3265	50800	0.61616	0.68421	0.66667	29.518
TRIES	44	2.5227	50800	0.4	0.625	0.46667	29.518
RIND	61	2.7213	50600	0.70175	0.6	0.6381	29.402
BALE	57	3.193	50600	0.71186	0.67647	0.73548	29.402
CHIS	35	3.1143	50600	0.5		0.35417	29.402
DEALS	36	2.4167	50600	0.38462	0.625	0.45614	29.402
HENS	70	2.4	50400	0.52941	0.55556	0.53465	29.285
SILES	28	2.5357	50200	0.4	0.6	0.45614	29.169
ETTIN	30	3.5667	50200	0.38235	0.37037	0.40351	29.169
ROUTE	29	3.3793	50200	0.67901	0.78947	0.70652	29.169
REEST	55	2.4182	50200	0.5977	0.52632	0.5914	29.169
SIDER	36	2.8056	50200	0.59091	0.5	0.6338	29.169
FAIR	37	3.2432	50000	0.60317	0.72	0.64773	29.053
TRIDE	36	3.4722	50000	0.55	0.83333	0.55385	29.053
AIRN	95	3.0526	50000	0.56	0.44444	0.59223	29.053
STAND	37	2.7027	49800	0.68116	0.61111	0.70787	28.937
TIMES	32	2.3438	49800	0.5	0.58824	0.5625	28.937
TERNS	50	2.52	49800	0.62667	0.56522	0.65169	28.937
STEAD	48	2.4792	49800	0.6	0.54545	0.64557	28.937
WARS	36	3	49600	0.35294	0.25	0.32203	28.82
LANTS	35	2.8	49600	0.375	0.4	0.46875	28.82
DARE	145	2.6828	49400	0.80081	0.86	0.85619	28.704
SCENT	28	3.1429	49400	0.45946	1	0.5	28.704
ROTES	21	2.3333	49400	0.42308	0.5	0.44444	28.704
BERE	45	3.6444	49400	0.51351	0.46154	0.59804	28.704
ROMA	70	3.8286	49200	0.28571	0.625	0.4697	28.588
FARE	76	2.9079	49200	0.69079	0.71154	0.75	28.588
SELS	63	2.746	49000	0.5	0.375	0.41667	28.472
BRIN	38	4.4474	49000	0.6	0.46154	0.59184	28.472
TRONE	58	2.431	49000	0.7027	0.875	0.76106	28.472
TILL	41	3.6098	48800	0.69106	0.5641	0.73485	28.356
TRAY	39	4.1282	48800	0.52459	0.66667	0.5375	28.356
ENATE	79	2.8481	48800		0.54167	0.57353	28.356
HAND	37	3.8919	48400	0.69863	0.47368	0.69828	28.123
RORE	79	2.962	48400	0.62121	0.55556	0.62185	28.123
BRAS	52	3.5769	48400	0.65278	0.57895	0.64356	28.123
EALED	38	3.3947	48200	0.44928	0.43333	0.51515	28.007
AGIN	46	4.2609	48200	0.37037	0.5	0.45902	28.007
ICHES	23	3.6087	48000	0.47619	0.52632	0.51351	27.891
SOLER	47	2.5532	48000	0.55224	0.76471	0.64773	27.891
SPAN	38	3.5789	47800	0.71622	0.5	0.6729	27.775
MADE	33	2.7273	47800	0.42308	0.48	0.49206	27.775
ORDS	71	3.0845	47800	0.58416	0.72222	0.56693	27.775
PERI	91	3.6923	47600	0.4	0.35	0.34091	27.658
STENT	49	2.6735	47400	0.43243	0.5	0.5	27.542
AIRT	178	2.6742	47400	0.67	0.66667	0.68992	27.542
CARES	39	2.4103	47400	0.62162	0.6875	0.66292	27.542
FERE	48	3.0417	47200	0.63725	0.64	0.64957	27.426
OLDER	37	3.3243	47200	0.66038	0.66667	0.62963	27.426
MERI	102	3.9706	47000	0.4	0.53333	0.50667	27.31
SELE	39	2.4872	47000	0.61364	0.66667	0.58182	27.31
VERT	43	4.5581	47000	0.5	0.46154	0.44872	27.31
TORN	51	2.8431	46800	0.28125	0.85714	0.40426	27.193
RILLE	27	4.1852	46800	0.63768	0.66667	0.67416	27.193
HERM	36	4.7778	46600	0.24242		0.33333	27.077
TICH	41	2.8293	46400	0.43103	0.5	0.49296	26.961
WISE	38	3.5263	46400	0.53061	0.27273	0.60714	26.961
OWED	28	5.1786	46400	0.51163	0.33333	0.5913	26.961
ADDER	23	4.0435	46200	0.47692	0.41667	0.52564	26.845
TAINS	51	2.549	46200	0.68367	0.78261	0.72807	26.845
RIALS	46	2.8043	46200	0.55385	0.53333	0.56944	26.845
LERE	92	2.663	46200	0.68	0.71429	0.64865	26.845
DORES	40	2.075	46200	0.5	0.6	0.54795	26.845
RALE	117	2.2564	46200	0.82308	0.675	0.79891	26.845
KIER	25	4.76	46000	0.2963		0.38983	26.729
SEND	79	2.5063	45800	0.72321	0.61538	0.73846	26.612
MINO	68	3.5	45600	0.60606	0.48148	0.48235	26.496
TOWS	35	3.6571	45600	0.59756	0.6	0.63918	26.496
DERE	92	2.4239	45600	0.76106	0.75	0.79769	26.496
BAIL	29	3.2759	45600	0.5974	0.76471	0.67391	26.496
PERT	88	2.7159	45600	0.7	0.72727	0.68376	26.496
LOME	37	3.1351	45600	0.61818	0.61111	0.5875	26.496
SPIRE	31	3.2903	45600	0.47727	1	0.53333	26.496
OOPS	25	4.52	45400	0.43333	0.35714	0.46729	26.38
TALES	48	2.2917	45400	0.59155	0.625	0.67742	26.38
GAME	32	4.25	45400	0.59406	0.75	0.67826	26.38
MURE	29	3.7586	45400	0.41509	0.5	0.49315	26.38
RAMP	31	4.8065	45400	0.7191	0.52941	0.68224	26.38
TIRED	59	2.3559	45400	0.53226	0.6087	0.61957	26.38
SETA	237	2.2996	45200	0.67939	0.57895	0.67089	26.264
HAIRS	28	2.6071	45200	0.38235	0.45455	0.41176	26.264
LICH	27	4.1481	45200	0.45455	0.33333	0.41818	26.264
WEAR	46	3.5435	45200	0.67816	0.73684	0.72519	26.264
LOAN	81	3.3457	45000	0.62857	0.86667	0.74359	26.148
LIERS	50	2.42	45000	0.4878	0.72222	0.56522	26.148
REAST	75	2.28	45000	0.73	0.83333	0.752	26.148
FISH	25	4.44	45000	0.28571		0.41026	26.148
RAKE	26	4.5769	45000	0.51111	0.36364	0.65094	26.148
RAGS	44	2.5227	45000	0.4321	0.625	0.51724	26.148
ESTERS	41	2.6829	44800	0.45946	0.68421	0.67778	26.031
CORSE	38	3.0263	44800	0.64557	0.51852	0.71277	26.031
HAUL	26	4.5385	44600	0.32558		0.40351	25.915
CATES	32	2.3125	44600	0.48148	0.5	0.46809	25.915
GINN	27	3.4444	44600	0.36842	0.6	0.45283	25.915
MILL	20	5.2	44600	0.6	0.70968	0.73196	25.915
PLEA	42	4.0714	44400	0.62195	0.86667	0.69903	25.799
TEED	82	2.4146	44400	0.47727	0.63636	0.575	25.799
TENES	41	2.2195	44400	0.44681	0.5	0.46429	25.799
DICE	49	3.1633	44400	0.75385	0.55556	0.73394	25.799
ROIL	69	2.9565	44400	0.57971	0.6	0.63303	25.799
MALL	20	4.35	44200	0.56667	0.61538	0.60759	25.683
HALT	62	3.0323	44200	0.68908	0.73077	0.73649	25.683
SORD	69	2.8551	44200	0.53061	0.63636	0.49398	25.683
MENTA	33	3.2121	44200	0.42105		0.4375	25.683
FREE	43	5.0698	44200	0.64035	0.6	0.70085	25.683
MORAL	23	3.8261	44000	0.45714	0.75	0.5	25.567
SOLO	43	2.8837	44000	0.41176	0.4	0.45161	25.567
CHANT	20	3.6	44000	0.55556	0.71429	0.57407	25.567
TRAIL	36	3	44000	0.75342	1	0.75	25.567
PASTE	41	3.6098	43800	0.70192	0.73333	0.79365	25.45
POOT	28	3.7857	43800	0.53261	0.5	0.64286	25.45
DIRE	73	2.3014	43800	0.44118	0.875	0.59036	25.45
STEM	85	2.8235	43600	0.67164	0.5	0.63043	25.334
WINES	28	2.6786	43600	0.5625	0.44444	0.57746	25.334
SHAD	44	3.8182	43600	0.69388	0.75	0.73109	25.334
PANS	33	2.4242	43400	0.45946	0.4	0.5	25.218
BUST	26	4.2308	43400	0.57895	0.72727	0.64835	25.218
SARS	80	2.6375	43400	0.45714	0.4375	0.42857	25.218
RASSE	22	2.8636	43400	0.3125	0.25	0.32432	25.218
TRAM	66	3.0303	43400	0.71875	0.61538	0.70968	25.218
TRIM	65	3.1385	43200	0.55172	0.4	0.51948	25.102
HOES	58	2.2931	43200	0.48276	0.69231	0.55422	25.102
RIGS	49	2.8776	43200	0.57895	0.5	0.56701	25.102
AFTER	29	4.0345	43200	0.66176	0.71429	0.68817	25.102
ROTO	63	3.746	43000	0.58065	0.5	0.60227	24.985
AMAS	41	3.5122	43000	0.4	0.25	0.32143	24.985
TRIO	113	3.6549	43000	0.35714	0.47059	0.38776	24.985
DESI	79	3.2152	42800	0.40625	0.57143	0.50943	24.869
POOR	23	3.7826	42800	0.38462	0.36364	0.39344	24.869
SCANT	22	3.2273	42800	0.59524	0.76923	0.62712	24.869
HOME	43	3.4419	42800	0.71717	0.72414	0.76	24.869
DOOR	39	3.0513	42800	0.47727	0.5	0.52459	24.869
RAYS	33	3.6364	42600	0.51471	0.5	0.52439	24.753
ROOM	29	3.931	42600	0.59615	0.51724	0.6125	24.753
LOAD	39	3.7692	42600	0.62069	0.7	0.65854	24.753
INGO	81	4.4444	42400	0.4	0.25	0.35714	24.637
PIERS	25	2.48	42400	0.4	0.36842	0.44828	24.637
TERNE	66	2.6061	42400	0.68235	0.78261	0.75893	24.637
TORTE	60	2.5	42400	0.77632	0.73333	0.74528	24.637
SHIER	40	3.35	42400	0.4	0.64706	0.49091	24.637
BENT	31	3	42400	0.67347	0.66667	0.60759	24.637
PINS	39	2.8974	42200	0.48649	0.66667	0.53521	24.521
SHAM	22	4.1818	42200	0.64	0.7	0.67816	24.521
TAMP	26	4.3077	42000	0.65714	0.83333	0.69048	24.404
SCAT	45	3.2	42000	0.7284	0.77778	0.73585	24.404
SEIS	104	2.7981	42000	0.37778	0.4	0.45205	24.404
HENT	105	2.5619	42000	0.77647	0.75	0.80198	24.404
GUES	27	4.4444	42000	0.33333	0.16667	0.28571	24.404
APERS	41	2.7805	42000	0.5619	0.53333	0.63889	24.404
RATO	130	3.1846	41800	0.66667	0.73333	0.73404	24.288
EINE	129	3.5659	41800	0.33333	0.46154	0.41558	24.288
ABLES	24	3.9167	41600	0.46809	0.5	0.61017	24.172
MASS	29	3.3103	41600	0.46512	0.57143	0.52857	24.172
ALAS	72	3.25	41600	0.47222	0.4375	0.47619	24.172
HAME	45	3.3111	41600	0.65041	0.78261	0.75912	24.172
AVEL	20	5.4	41400	0.35593	0.36364	0.40323	24.056
CARB	35	3.4	41400	0.44444	1	0.55172	24.056
TATER	78	2.6795	41400	0.76712	0.87805	0.84492	24.056
RUNT	51	2.9216	41400	0.7037	0.54545	0.7395	24.056
TRAPS	32	2.8438	41400	0.4	0.5625	0.51852	24.056
TIDE	109	2.2752	41200	0.82105	0.71875	0.85638	23.94
PAINT	20	3.65	41200	0.64706	0.33333	0.57447	23.94
TILT	53	3.9057	41200	0.68504	0.86667	0.7029	23.94
GRAIN	27	3.7778	41200	0.72973	1	0.77011	23.94
TARING	30	2.6	41200	0.58929	0.57692	0.66667	23.94
MIND	34	3.0294	41000	0.75714	0.53333	0.71579	23.823
POOL	21	4.4286	41000	0.58025	0.625	0.68235	23.823
PANG	20	3.85	41000	0.47692	0.46154	0.60294	23.823
LEES	53	2.5283	41000	0.5	0.5	0.48571	23.823
DIET	99	2.4646	40800	0.81373	0.70588	0.80469	23.707
HONES	42	2.6905	40800	0.52857	0.73333	0.61905	23.707
BATES	26	2.2692	40800	0.43333	0.5	0.47826	23.707
MONG	20	3.45	40800	0.36364	0.6	0.41818	23.707
GRIN	62	3.1613	40800	0.62903	0.55556	0.61628	23.707
LATTE	30	4.8	40600	0.632	1	0.80153	23.591
UNIT	85	5.1176	40600	0.3913	0.75	0.56923	23.591
CERE	71	2.8873	40600	0.64062	0.42105	0.67021	23.591
FRIT	44	3.4545	40600	0.60377	0.64	0.6	23.591
RICES	26	2.6923	40600	0.53061	0.35714	0.54839	23.591
GOAT	41	3.1951	40400	0.48837	0.7	0.5873	23.475
RODS	60	2.5167	40400	0.42373	0.625	0.52	23.475
STRING	22	3.5909	40400	0.48718		0.60976	23.475
PAND	22	3.2273	40400	0.5	0.75	0.56452	23.475
RARES	57	2.3509	40400	0.61818	0.65217	0.67045	23.475
TENSE	67	2.6418	40200	0.68085	0.72727	0.79832	23.359
ANTES	35	2.2	40200	0.46429	0.57143	0.52941	23.359
MOST	57	2.5965	40200	0.73404	0.58824	0.76522	23.359
PORE	80	3.3	40200	0.71598	0.78378	0.75481	23.359
TERES	54	2.0556	40200	0.62264	0.55	0.61446	23.359
SEARE	62	2.1935	40200	0.73737	0.88889	0.77586	23.359
RATA	92	3.5543	40000	0.34615	0.61111	0.47945	23.242
SPOT	43	3.0465	40000	0.58537	0.71429	0.59259	23.242
BORD	26	4.4615	40000	0.69136	0.63636	0.65217	23.242
BIST	29	3.7241	39800	0.52174	0.66667	0.57627	23.126
TETS	43	2.2558	39800	0.45098	0.54545	0.51515	23.126
THEN	90	3.0556	39800	0.6129	0.6875	0.6	23.126
STONES	21	2.2857	39800	0.45161	0.44444	0.51429	23.126
ALTERS	31	2.7742	39800	0.67089	0.71429	0.74074	23.126
CENTS	26	2.5385	39600	0.46875	0.5	0.54167	23.01
TINGE	48	3.6042	39400	0.71333	0.75472	0.81657	22.894
GAST	55	3.0909	39200	0.64583	0.65	0.71698	22.777
NEWS	29	2.8621	39200	0.34286	0.4	0.33333	22.777
OATER	83	2.8072	39200	0.78014	0.89474	0.78919	22.777
WAST	36	4.1667	39000	0.77966	0.72727	0.82677	22.661
MASTER	23	2.4783	39000	0.69048	0.75	0.71154	22.661
URATE	41	3.3415	39000	0.525		0.58333	22.661
COSE	68	2.8088	39000	0.59459	0.64	0.6281	22.661
DOUT	34	3.6471	38800	0.66292	0.86364	0.75	22.545
TEEL	71	3.0282	38800	0.68675	0.66667	0.76667	22.545
ARLES	56	2.5179	38800	0.73626	0.64286	0.69091	22.545
GLED	30	4.6667	38800	0.34211	0.42857	0.40984	22.545
ALINES	25	2.44	38800	0.58621	0.57895	0.63265	22.545
SURES	24	2.6667	38600	0.41379	0.4	0.425	22.429
TAPES	22	2.6818	38600	0.39474	0.5	0.46667	22.429
MACH	28	3.9643	38600	0.52439	0.47368	0.61628	22.429
RIPS	41	2.8537	38600	0.56818	0.4	0.51899	22.429
LEARN	39	2.5385	38600	0.62791	1	0.66667	22.429
LINN	31	2.9355	38600	0.40426	0.57143	0.44828	22.429
RATIO	59	3.0847	38600	0.76	0.5	0.69118	22.429
TIERS	26	2.1923	38400	0.5	0.5	0.46341	22.313
LOUN	27	3.2963	38400	0.64103	0.66667	0.60811	22.313
FEAR	47	3.7447	38400	0.67619	0.78947	0.704	22.313
RUMS	23	3.4783	38200	0.34615	0.42857	0.33333	22.196
LIPE	28	3.8571	38200	0.58442	0.46154	0.6375	22.196
MONS	41	2.4878	38200	0.41667	0.5	0.43182	22.196
SMART	32	3.375	38200	0.64815	0.71429	0.67647	22.196
LATHE	40	4.1	38000	0.69697	0.81818	0.78049	22.08
REDES	46	2.1304	38000	0.47059	0.5	0.46	22.08
TEME	59	3.2542	38000	0.62637	0.68	0.64545	22.08
NOSES	24	2.2917	38000	0.44828	0.5	0.44186	22.08
GINS	39	2.4359	38000	0.4	0.75	0.44444	22.08
OUTER	46	4.5435	37800	0.76571	0.82143	0.81622	21.964
ROKE	20	5.6	37800	0.5493	0.54839	0.6044	21.964
USERS	30	2.9667	37800	0.52	0.625	0.56716	21.964
PENE	39	3.1282	37800	0.67742	0.66667	0.56923	21.964
ROBE	37	3.7838	37800	0.61224	0.33333	0.61111	21.964
THERE	44	2.8864	37800	0.62963	0.81818	0.68657	21.964
BEAN	38	3.0526	37800	0.55102	0.63636	0.57143	21.964
HARN	52	2.8462	37800	0.55319	0.3913	0.60526	21.964
DILL	25	2.88	37800	0.53191	0.28571	0.60938	21.964
GIES	49	3.5306	37800	0.34783	0.4	0.38298	21.964
TATS	82	2.2439	37600	0.53125	0.52174	0.57252	21.848
MEAL	49	3.1429	37600	0.75472	0.75	0.78195	21.848
PALS	38	3.0263	37600	0.36842	0.22727	0.31111	21.848
NORI	138	3.3696	37600	0.57143	0.4	0.36585	21.848
TAMIN	41	4.2927	37600	0.44444	0.64286	0.63934	21.848
SAID	51	2.5294	37600	0.58929		0.61905	21.848
MAINS	22	2.4545	37400	0.47826	0.55556	0.53488	21.732
PARSE	35	2.7714	37400	0.57971	0.78571	0.71605	21.732
DOUR	23	3	37400	0.34783	0.5	0.34884	21.732
DELE	36	2.8056	37200	0.63333	0.47059	0.59259	21.615
CRIT	53	2.7925	37200	0.64286	0.75	0.60606	21.615
CHART	29	3	37200	0.61538	0.7619	0.71429	21.615
ELAN	112	3.2768	37200	0.2381	1	0.32558	21.615
GEAR	79	3.3038	37200	0.80292	0.84615	0.83784	21.615
SLED	76	3.0395	37200	0.26316	0.57143	0.28889	21.615
SNOT	71	2.5352	37200	0.64384	0.62069	0.71591	21.615
BLATE	29	3.2414	37200	0.45714	0.47059	0.56364	21.615
LAPSE	30	3.6	37200	0.47059	0.5	0.58491	21.615
DANG	30	3.1	37200	0.71795	0.8	0.725	21.615
SANES	42	2.0714	37200	0.46667	0.75	0.63077	21.615
REAN	133	2.1729	37200	0.87857	0.74194	0.88144	21.615
SATIN	61	2.7705	37200	0.59375	0.61111	0.66667	21.615
HOOD	23	3.3913	37000	0.3871	0.5	0.47619	21.499
SHIES	23	3.3913	36800	0.5	0.57143	0.41935	21.383
HONG	28	3.1786	36800	0.46154	0.4	0.45455	21.383
SITH	52	3.1154	36800	0.76471	0.68421	0.77311	21.383
MANG	21	4.9524	36800	0.55	1	0.61039	21.383
TEASE	90	2.6556	36800	0.84971	1	0.87745	21.383
EASED	48	3.1875	36800	0.71287	0.55	0.7541	21.383
PARR	22	4.3636	36600	0.37037	0.28571	0.41667	21.267
TAILS	30	2.4333	36400	0.64179	0.53333	0.67606	21.15
MALE	54	2.3889	36400	0.76829	0.73913	0.78641	21.15
GRIS	59	4.2203	36400	0.29412	1	0.4375	21.15
ISHES	35	4.0286	36400	0.27273	0.28571	0.35897	21.15
TEMP	26	4.0385	36400	0.57143		0.47059	21.15
TANK	22	3.5455	36400	0.59649	0.7619	0.62687	21.15
SOUR	34	3.2059	36200	0.64706	0.61111	0.68421	21.034
PEAT	67	2.8507	36200	0.72527	0.67742	0.75969	21.034
TRAIT	60	3.1	36200	0.87097	0.58621	0.7439	21.034
TEAT	111	2.1982	36200	0.85827	0.85714	0.83234	21.034
PAIRE	31	3.129	36200	0.6383	0.57143	0.67797	21.034
MICE	24	3.0833	36200	0.42857	0.33333	0.42222	21.034
LEND	33	2.7879	36000	0.70312	0.66667	0.73333	20.918
GRAD	36	4.1667	36000	0.72464	0.75	0.72414	20.918
NEARS	40	2.125	35800	0.5	0.5	0.5	20.802
LITS	79	2.3671	35800	0.55128	0.40741	0.59843	20.802
TRACE	50	2.96	35800	0.78889	1	0.83333	20.802
SALS	67	2.4328	35600	0.59184	0.44444	0.57333	20.686
URNS	41	3.0244	35400	0.49275	0.5	0.5	20.569
SERIN	112	2.9196	35400	0.79518	0.82609	0.82727	20.569
EYER	20	3.45	35400	0.43478	0.5	0.45833	20.569
PASS	21	3.9524	35400	0.6	0.53846	0.66667	20.569
CAGE	26	3.8077	35200	0.67123	0.77273	0.71739	20.453
PARA	39	3.9231	35200	0.36	0.14286	0.36842	20.453
THEE	49	3.0612	35200	0.60465	0.57143	0.63291	20.453
TENDS	24	2.4167	35200	0.53333	0.53333	0.54167	20.453
MASH	24	3.3333	35200	0.51786	0.6	0.5873	20.453
RIMS	52	2.7885	35200	0.51111	0.36364	0.55	20.453
MITES	23	2.4348	35200	0.52174	0.54545	0.51111	20.453
FAIN	31	4.3226	35200	0.73333	0.5625	0.70455	20.453
CURE	29	4.2759	35000	0.74419	0.875	0.74775	20.337
DOTE	103	3	35000	0.81176	0.83051	0.87586	20.337
ARKS	24	4.3333	35000	0.53261	0.58333	0.57292	20.337
MATED	20	2.35	35000	0.35294	0.6	0.51429	20.337
RIOT	103	2.9806	34800	0.76087	0.8	0.72619	20.221
SPARE	27	3.1481	34800	0.66667	0.66667	0.69863	20.221
SNORT	52	2.6731	34600	0.72059	1	0.74684	20.105
TIND	61	2.7377	34600	0.7767	0.80952	0.7972	20.105
ROSIN	55	3.0727	34400	0.6	0.8	0.61538	19.988
CRAM	37	3.5135	34400	0.7439	0.72222	0.73333	19.988
TESTE	54	3.2037	34200	0.78218	0.85714	0.84252	19.872
SAIR	96	2.3333	34200	0.80198	0.78571	0.82143	19.872
INNERS	27	2.8148	34200	0.65574	0.5	0.67143	19.872
AIDER	61	2.6557	34200	0.85714	0.77778	0.82031	19.872
BORA	48	3.625	34200	0.69048	0.86667	0.69048	19.872
CHAIN	21	3.9048	34200	0.68182	0.8	0.77143	19.872
CORES	22	2.2273	34000	0.53846	0.7	0.6	19.756
TALA	63	3	34000	0.64	0.8	0.63158	19.756
RESH	101	3.4059	34000	0.4	0.61538	0.45	19.756
EARNS	46	2.3043	34000	0.68421	0.75	0.71765	19.756
COND	29	3.5862	34000	0.55319	0.28571	0.63636	19.756
TOME	44	2.2955	34000	0.76596	0.75	0.75676	19.756
HEIR	84	2.881	34000	0.58333	0.66667	0.62651	19.756
STALE	88	2.5114	34000	0.81395	0.93548	0.87978	19.756
HALO	65	3.9385	34000	0.35714	0.45455	0.46667	19.756
LOUT	35	3.4857	33800	0.6338	0.61538	0.66667	19.64
LASTER	46	2.5652	33800	0.7766	0.8	0.82883	19.64
ONCE	55	4.3636	33800	0.42424		0.43137	19.64
TEARS	66	2.1212	33800	0.75701	0.75	0.792	19.64
HEART	60	2.5667	33800	0.73563	0.9375	0.78788	19.64
DARI	76	2.8684	33800	0.77551	0.57895	0.66667	19.64
NOME	43	2.6977	33600	0.61111	0.53333	0.64286	19.524
RESIT	91	2.6484	33600	0.81967	0.86957	0.85987	19.524
TOLA	117	3.4786	33600	0.52632	0.79167	0.65432	19.524
ERNED	38	2.7895	33600	0.39024	0.25	0.39583	19.524
HINT	66	3	33400	0.74783	0.7619	0.83439	19.407
DRAP	32	3.875	33400	0.71014	1	0.6988	19.407
SWAT	28	3.25	33400	0.54	0.76471	0.64516	19.407
OTTERS	29	3.0345	33400	0.69231	0.74074	0.74419	19.407
MISTER	22	2.5909	33400	0.62963	0.625	0.63415	19.407
LACER	26	2.7692	33400	0.71429	0.7	0.78571	19.407
LARES	47	2.1702	33400	0.62687	0.55	0.67442	19.407
LOTH	49	3.0204	33400	0.52174	0.75	0.6	19.407
TRANS	50	2.64	33400	0.5	0.6	0.48718	19.407
