key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
DENORW	6	3	6	4	2	2800	2800	0.6667
ANNS	4	105	210	7	20	2800	81200	0.03333
AEMPPR	6	4	8	4	5	2800	5600	0.5
BDOORS	6	4	10	1	1	2800	12600	0.1
ABEHRS	6	2	4	2	2	2800	2800	0.5
ABDEHS	6	2	4	2	1	2800	2800	0.5
DEMOOR	6	8	16	6	7	2800	14000	0.375
GILMNO	6	5	10	4	4	2800	8400	0.4
CGIINT	6	3	6	2	4	2800	5600	0.3333
EGHINS	6	2	4	2	2	2800	2800	0.5
AMNOST	6	6	12	2	2	2800	14000	0.1667
AEIPRT	6	11	22	4	2	2800	25200	0.1818
EINSTU	6	53	113	2	13	2800	155400	0.0177
ABEHST	6	4	8	4	2	2800	5600	0.5
ADNW	4	15	30	17	17	2800	5200	0.5667
AERTTY	6	3	6	2	2	2800	5600	0.3333
ELNOSU	6	14	31	1	2	2800	42000	0.03226
DENOOW	6	5	10	2	3	2800	11200	0.2
AEEGNS	6	51	125	1	10	2800	173600	0.008
EINSTW	6	6	12	2	3	2800	14000	0.1667
GINOPT	6	19	40	2	10	2800	53200	0.05
DEORRS	6	30	62	2	8	2800	84000	0.03226
EFLS	4	72	144	15	6	2800	51600	0.1042
BDU	3	79	158	61	38	2700	9700	0.3861
ANN	3	194	388	31	56	2700	35700	0.0799
EEV	3	43	86	39	30	2700	4700	0.4535
EEFILLRST	9	1	2	1	0	2600	2600	0.5
EEINNRSTV	9	1	2	1	0	2600	2600	0.5
EEGILLNRT	9	1	2	1	1	2600	2600	0.5
EEGINRSTT	9	2	5	1	2	2600	10400	0.2
CEEINORST	9	3	6	1	1	2600	13000	0.1667
ADDGILNSW	9	1	2	1	0	2600	2600	0.5
AEGHINRSS	9	1	2	1	1	2600	2600	0.5
AEGHLRSTU	9	1	2	1	0	2600	2600	0.5
AIINNORTU	9	2	4	1	2	2600	7800	0.25
EGINOPRTT	9	1	2	1	1	2600	2600	0.5
AEGINPRST	9	2	4	1	0	2600	7800	0.25
AEEGILLRS	9	1	2	1	1	2600	2600	0.5
AGILNPSTT	9	1	2	1	2	2600	2600	0.5
AEEMRRSST	9	1	2	1	0	2600	2600	0.5
CDEELRTTU	9	1	2	1	1	2600	2600	0.5
ACGILNRSW	9	1	2	1	0	2600	2600	0.5
FOU	3	57	114	29	27	2500	8500	0.2544
EEPRT	5	72	144	3	23	2400	112800	0.02083
GOSS	4	15	30	10	6	2400	8000	0.3333
DFNOU	5	4	8	3	1	2400	4000	0.375
MPSTU	5	7	14	9	4	2400	4000	0.6429
CHIMT	5	5	10	3	3	2400	5600	0.3
DNOOR	5	44	95	3	6	2400	73600	0.03158
DEGIL	5	12	24	3	1	2400	16800	0.125
APSTU	5	21	60	1	1	2400	47200	0.01667
COPRS	5	8	16	7	6	2400	7200	0.4375
APSTY	5	17	38	2	7	2400	28800	0.05263
EGGOR	5	10	20	3	3	2400	13600	0.15
GINOW	5	8	16	3	2	2400	10400	0.1875
DMOOS	5	12	28	9	6	2400	15200	0.3214
DELOV	5	13	26	3	8	2400	18400	0.1154
BDOS	4	15	30	10	8	2400	8000	0.3333
EHISS	5	44	88	3	13	2400	68000	0.03409
ADGOS	5	7	18	2	1	2400	12800	0.1111
AHLLO	5	13	26	3	2	2400	18400	0.1154
IPRSU	5	39	78	3	7	2400	60000	0.03846
EISTX	5	8	18	11	4	2400	5600	0.6111
DLOSW	5	4	8	3	2	2400	4000	0.375
FINOS	5	23	49	5	4	2400	35200	0.102
MSSU	4	14	28	10	10	2400	7200	0.3571
BGO	3	72	144	42	36	2400	10200	0.2917
AGSST	5	10	20	5	4	2400	12000	0.25
AHLOT	5	9	18	3	4	2400	12000	0.1667
GINSW	5	13	26	19	11	2400	5600	0.7308
ADIW	4	47	94	8	14	2400	34400	0.08511
DEGLO	5	17	34	3	5	2400	24800	0.08824
FOOS	4	18	36	6	3	2400	12000	0.1667
ACLP	4	25	50	6	7	2400	17600	0.12
EMRTU	5	5	10	3	3	2400	5600	0.3
EIPPS	5	3	6	3	2	2400	2400	0.5
AGNOT	5	15	30	5	6	2400	20000	0.1667
BELOW	5	4	9	2	2	2400	5600	0.2222
DELOP	5	20	40	21	21	2400	15200	0.525
AWY	3	65	130	50	30	2400	8000	0.3846
ERRTY	5	32	70	2	5	2400	54400	0.02857
AAGR	4	103	206	6	16	2400	80000	0.02913
ABFR	4	40	80	6	9	2400	29600	0.075
ACIMS	5	12	24	3	2	2400	16800	0.125
BOSTU	5	9	18	3	6	2400	12000	0.1667
CHIMO	5	17	36	3	1	2400	26400	0.08333
FLOSW	5	5	11	4	4	2400	5600	0.3636
EHIRT	5	65	130	3	11	2400	101600	0.02308
ERSTV	5	58	116	3	7	2400	90400	0.02586
AIMPS	5	27	57	3	2	2400	43200	0.05263
MOSY	4	12	24	6	4	2400	7200	0.25
AMORR	5	27	55	2	4	2400	42400	0.03636
ACLMS	5	6	12	7	3	2400	4000	0.5833
CINOT	5	45	90	3	5	2400	69600	0.03333
CKORS	5	5	10	3	6	2400	5600	0.3
ELSTW	5	19	38	15	6	2400	18400	0.3947
AKLST	5	16	32	17	10	2400	12000	0.5312
ARSSU	5	89	201	3	5	2400	158400	0.01493
ACSW	4	19	38	14	12	2400	9600	0.3684
BDIRS	5	10	20	3	5	2400	13600	0.15
ACHY	4	14	28	8	6	2400	8000	0.2857
LORSU	5	7	14	3	2	2400	8800	0.2143
CEHM	4	43	86	24	18	2400	24800	0.2791
DENTY	5	20	40	3	0	2400	29600	0.075
CDNOO	5	13	26	5	8	2400	16800	0.1923
CDLOU	5	4	8	3	1	2400	4000	0.375
ALSTY	5	23	46	3	6	2400	34400	0.06522
BEOSW	5	7	14	3	4	2400	8800	0.2143
FFSTU	5	5	10	3	1	2400	5600	0.3
BDETU	5	17	34	5	3	2400	23200	0.1471
ILLY	4	36	85	4	7	2400	32400	0.04706
HILLS	5	12	24	13	14	2400	8800	0.5417
DEEMN	5	13	26	3	1	2400	18400	0.1154
CRSTU	5	8	16	5	3	2400	8800	0.3125
ASSTY	5	12	24	3	8	2400	16800	0.125
ABCRS	5	7	15	4	4	2400	8800	0.2667
HILLT	5	7	14	3	1	2400	8800	0.2143
EMMOS	5	5	10	5	0	2400	4000	0.5
AILNY	5	11	22	3	1	2400	15200	0.1364
CIKLS	5	8	16	9	8	2400	5600	0.5625
BGINO	5	6	12	3	4	2400	7200	0.25
CIKNS	5	5	10	3	1	2400	5600	0.3
ALORT	5	60	120	3	8	2400	93600	0.025
DDEER	5	52	111	3	6	2400	86400	0.02703
CHIOR	5	28	66	2	1	2400	51200	0.0303
ABRSW	5	6	14	2	4	2400	9600	0.1429
CORSW	5	8	16	5	1	2400	8800	0.3125
AHMSS	5	17	34	15	7	2400	15200	0.4412
ACGHN	5	4	8	3	1	2400	4000	0.375
ABGRS	5	6	14	8	2	2400	4800	0.5714
AQSTU	5	6	12	7	6	2400	4000	0.5833
ILPSS	5	7	14	5	5	2400	7200	0.3571
EKLLS	5	7	14	5	1	2400	7200	0.3571
ABSY	4	8	16	6	4	2400	4000	0.375
LMPSU	5	10	22	14	8	2400	6400	0.6364
AELZ	4	9	18	10	4	2400	3200	0.5556
EHLPS	5	18	37	3	1	2400	27200	0.08108
FILOS	5	4	8	3	3	2400	4000	0.375
ACOS	4	125	250	6	7	2400	97600	0.024
EKLO	4	11	22	6	7	2400	6400	0.2727
EEKL	4	37	82	9	15	2400	29200	0.1098
EEKLS	5	15	37	3	11	2400	27200	0.08108
ACCEH	5	10	20	3	5	2400	13600	0.15
GRSU	4	33	66	16	10	2400	20000	0.2424
BISTU	5	8	16	3	4	2400	10400	0.1875
EHNOP	5	12	24	3	6	2400	16800	0.125
BELU	4	12	24	8	5	2400	6400	0.3333
CEHMS	5	7	14	5	3	2400	7200	0.3571
IOPST	5	16	32	3	3	2400	23200	0.09375
DDEIR	5	17	34	3	3	2400	24800	0.08824
AMPRS	5	5	10	3	4	2400	5600	0.3
MNORS	5	7	14	3	2	2400	8800	0.2143
EEORS	5	100	200	3	8	2400	157600	0.015
BEEMR	5	15	35	2	2	2400	26400	0.05714
CEMRS	5	30	60	3	2	2400	45600	0.05
ADIOR	5	46	92	3	6	2400	71200	0.03261
ABDIR	5	6	12	3	2	2400	7200	0.25
ACILS	5	48	117	2	8	2400	92000	0.01709
HNSTU	5	14	28	5	6	2400	18400	0.1786
EENRW	5	11	22	9	5	2400	10400	0.4091
EMPRS	5	36	74	2	12	2400	57600	0.02703
GNOSS	5	13	26	11	6	2400	12000	0.4231
AMPST	5	13	26	15	7	2400	8800	0.5769
ACRSY	5	12	25	5	5	2400	16000	0.2
ABDS	4	27	54	24	16	2400	12000	0.4444
ACHKS	5	8	16	13	10	2400	2400	0.8125
EKOST	5	10	20	15	8	2400	4000	0.75
EFLSU	5	11	22	3	1	2400	15200	0.1364
CEORY	5	11	22	5	6	2400	13600	0.2273
ACFRT	5	4	8	3	2	2400	4000	0.375
GNRU	4	17	34	12	15	2400	8800	0.3529
CKSTU	5	6	12	9	4	2400	2400	0.75
CEOSV	5	9	18	3	3	2400	12000	0.1667
HLPSU	5	3	6	3	2	2400	2400	0.5
CKOST	5	8	16	9	6	2400	5600	0.5625
DDEOR	5	10	20	3	4	2400	13600	0.15
ABKNS	5	3	6	3	2	2400	2400	0.5
DEILR	5	25	50	3	5	2400	37600	0.06
AEEHV	5	5	10	3	2	2400	5600	0.3
ELLMS	5	13	26	15	9	2400	8800	0.5769
ALLMS	5	7	14	7	7	2400	5600	0.5
ACEPRRSS	8	1	2	1	0	2200	2200	0.5
ACEERRST	8	8	16	1	4	2200	33000	0.0625
EHORSSTU	8	1	2	1	1	2200	2200	0.5
GILNOOST	8	3	7	4	3	2200	6600	0.5714
GIILNOPS	8	1	2	1	0	2200	2200	0.5
BDELORSU	8	1	2	1	1	2200	2200	0.5
EEFORRST	8	3	6	1	2	2200	11000	0.1667
ABDEORST	8	4	8	1	0	2200	15400	0.125
EEINRSTT	8	13	27	1	0	2200	57200	0.03704
DEIIPRST	8	1	2	1	1	2200	2200	0.5
AEORSSTT	8	1	2	1	1	2200	2200	0.5
EGINNSTT	8	8	17	9	6	2200	17600	0.5294
DDEGNORU	8	1	2	1	0	2200	2200	0.5
AEERSSTT	8	8	16	1	4	2200	33000	0.0625
ADENRSTU	8	3	6	1	1	2200	11000	0.1667
ACDEENRT	8	2	4	1	3	2200	6600	0.25
AELRSSTT	8	3	6	1	5	2200	11000	0.1667
EHLORSST	8	1	2	1	0	2200	2200	0.5
ADEINORT	8	6	12	1	3	2200	24200	0.08333
GGHIINRT	8	1	2	1	0	2200	2200	0.5
ACEHINRS	8	3	6	1	1	2200	11000	0.1667
ADDGILNW	8	1	2	1	0	2200	2200	0.5
EELLPRSS	8	1	2	1	0	2200	2200	0.5
AEGINSST	8	11	23	5	8	2200	39600	0.2174
ELORSSTT	8	1	2	1	1	2200	2200	0.5
AGINRSST	8	2	4	1	0	2200	6600	0.25
AEGHILNS	8	3	6	3	1	2200	6600	0.5
DEEFORST	8	2	4	1	1	2200	6600	0.25
ADEINRST	8	6	12	3	4	2200	19800	0.25
GGILNTTU	8	1	2	1	1	2200	2200	0.5
ACGINOST	8	1	2	1	0	2200	2200	0.5
CGINORSS	8	1	2	1	1	2200	2200	0.5
AEGIKNPS	8	1	2	1	2	2200	2200	0.5
DEEMNORT	8	1	2	1	0	2200	2200	0.5
BGINRSTU	8	2	4	1	0	2200	6600	0.25
EEINNRTV	8	1	2	1	0	2200	2200	0.5
ABDGINOR	8	1	2	1	0	2200	2200	0.5
DEEOPRST	8	5	10	5	2	2200	11000	0.5
EMNORSTU	8	2	4	1	1	2200	6600	0.25
ACDDEENT	8	1	2	1	0	2200	2200	0.5
CGHIINST	8	1	2	1	0	2200	2200	0.5
AEILPRST	8	3	6	1	1	2200	11000	0.1667
ACEENRRT	8	3	6	1	1	2200	11000	0.1667
AEIRSSTW	8	1	2	1	0	2200	2200	0.5
ACINOSTU	8	4	8	1	1	2200	15400	0.125
EGILLNSW	8	1	2	1	2	2200	2200	0.5
AEGINRRS	8	2	4	1	1	2200	6600	0.25
AEILNSST	8	6	12	3	0	2200	19800	0.25
AEGIMNST	8	4	9	1	3	2200	17600	0.1111
DEELMORS	8	1	2	1	0	2200	2200	0.5
AEPRSSTT	8	1	2	1	1	2200	2200	0.5
ACGINPRS	8	1	2	1	0	2200	2200	0.5
GINOPSTU	8	1	2	1	0	2200	2200	0.5
GIILNSTT	8	2	5	2	3	2200	6600	0.4
EGIKNORV	8	1	2	1	0	2200	2200	0.5
EIPRSSTT	8	1	2	1	1	2200	2200	0.5
CEIRRSSU	8	1	2	1	0	2200	2200	0.5
EGILNSST	8	4	8	1	2	2200	15400	0.125
EGILNSTT	8	1	2	1	1	2200	2200	0.5
AEGILNST	8	4	8	1	1	2200	15400	0.125
EEIRRSSV	8	1	2	1	0	2200	2200	0.5
ACEMOPRS	8	1	2	1	0	2200	2200	0.5
ADEENRTT	8	3	6	1	1	2200	11000	0.1667
EEIRRSST	8	3	6	1	1	2200	11000	0.1667
AEEIMRST	8	4	9	1	0	2200	17600	0.1111
AGINNSTU	8	2	4	1	0	2200	6600	0.25
EEGIKNRS	8	1	2	1	0	2200	2200	0.5
ABEELRST	8	8	18	1	3	2200	37400	0.05556
AGIINNST	8	2	4	1	1	2200	6600	0.25
DEEIMRST	8	4	9	1	2	2200	17600	0.1111
AEIINRST	8	4	8	1	1	2200	15400	0.125
ABEGINRS	8	2	4	1	1	2200	6600	0.25
ACEORSST	8	1	2	1	0	2200	2200	0.5
AGIILNRT	8	2	4	1	1	2200	6600	0.25
AEEMRSST	8	1	2	1	0	2200	2200	0.5
EFNORRST	8	1	2	1	0	2200	2200	0.5
AEEMRRST	8	2	4	1	0	2200	6600	0.25
DEEIMMRS	8	1	2	1	1	2200	2200	0.5
ADEIRSTT	8	7	14	1	1	2200	28600	0.07143
ADEELPRS	8	1	2	1	0	2200	2200	0.5
DEEILNST	8	4	8	1	1	2200	15400	0.125
AEILRSST	8	9	18	1	1	2200	37400	0.05556
ADEEMPRT	8	1	2	1	0	2200	2200	0.5
EIINRSTT	8	2	4	1	0	2200	6600	0.25
ABEGILNT	8	3	6	1	1	2200	11000	0.1667
DEEGILNR	8	1	2	1	1	2200	2200	0.5
AGHHINSS	8	1	2	1	0	2200	2200	0.5
ADEEINRT	8	3	6	1	1	2200	11000	0.1667
EINOSSTT	8	2	4	1	0	2200	6600	0.25
CDEEHORS	8	1	2	1	0	2200	2200	0.5
GIINRSTW	8	1	2	1	1	2200	2200	0.5
EHIRSTTW	8	3	7	1	1	2200	13200	0.1429
ADELLOTT	8	1	2	1	0	2200	2200	0.5
AELRRSTT	8	2	4	1	0	2200	6600	0.25
ADEGIMNR	8	1	2	1	0	2200	2200	0.5
GHINNSTU	8	1	2	1	0	2200	2200	0.5
EEGINPRS	8	1	2	1	1	2200	2200	0.5
GHINOSTT	8	2	4	1	0	2200	6600	0.25
AEILSSTT	8	7	14	1	0	2200	28600	0.07143
DEEINNRT	8	2	4	1	2	2200	6600	0.25
ABDEORRS	8	1	2	1	0	2200	2200	0.5
AEGGINRS	8	1	2	1	1	2200	2200	0.5
EIRSSTTU	8	2	4	1	2	2200	6600	0.25
AEILRRST	8	2	4	1	0	2200	6600	0.25
EEINNRST	8	2	4	1	1	2200	6600	0.25
ABEORRST	8	1	2	1	0	2200	2200	0.5
EEGILNPS	8	3	6	5	3	2200	2200	0.8333
ACEHRRST	8	2	4	1	0	2200	6600	0.25
AEGGINNT	8	1	2	1	0	2200	2200	0.5
EEINNRTT	8	4	8	1	2	2200	15400	0.125
AGY	3	123	246	99	45	2100	14700	0.4024
ABY	3	41	82	21	13	2100	6100	0.2561
EKSY	4	18	52	2	2	2000	20000	0.03846
AAGL	4	32	64	5	8	2000	23600	0.07812
NOTY	4	41	82	5	7	2000	30800	0.06098
NNSU	4	11	22	7	10	2000	6000	0.3182
ABEK	4	9	18	11	5	2000	2800	0.6111
GORT	4	69	138	7	19	2000	52400	0.05072
BSSU	4	10	20	11	7	2000	3600	0.55
AINV	4	39	78	5	18	2000	29200	0.0641
AGKS	4	22	44	5	1	2000	15600	0.1136
AACS	4	42	84	5	3	2000	31600	0.05952
ALMU	4	57	138	4	16	2000	53600	0.02899
FRSU	4	25	50	11	7	2000	15600	0.22
EKLS	4	27	54	7	5	2000	18800	0.1296
AFLO	4	22	44	9	8	2000	14000	0.2045
BESY	4	10	20	9	4	2000	4400	0.45
DGIL	4	16	32	5	6	2000	10800	0.1562
LMOS	4	31	62	5	9	2000	22800	0.08065
ILTU	4	66	132	5	2	2000	50800	0.03788
BNOS	4	57	114	29	13	2000	34000	0.2544
EMW	3	108	216	28	36	2000	18800	0.1296
AKNS	4	15	30	5	11	2000	10000	0.1667
FGLO	4	42	84	5	4	2000	31600	0.05952
EHNW	4	16	32	5	6	2000	10800	0.1562
ELU	3	253	506	22	23	2000	48400	0.04348
BOY	3	60	120	26	15	2000	9400	0.2167
DEGL	4	29	58	5	6	2000	21200	0.08621
APRW	4	16	32	5	6	2000	10800	0.1562
DISV	4	25	50	7	4	2000	17200	0.14
AMSY	4	25	50	21	12	2000	11600	0.42
HPSU	4	12	24	5	7	2000	7600	0.2083
GMOS	4	20	40	7	7	2000	13200	0.175
AOPR	4	116	232	5	12	2000	90800	0.02155
CELU	4	26	52	5	9	2000	18800	0.09615
ABKN	4	6	12	5	5	2000	2800	0.4167
AMOY	4	16	32	5	1	2000	10800	0.1562
GGIS	4	15	30	5	1	2000	10000	0.1667
BEY	3	54	108	25	15	1900	8300	0.2315
AAL	3	145	290	25	26	1900	26500	0.08621
CEIIKST	7	3	9	2	3	1800	12600	0.2222
BGINOOS	7	2	4	3	2	1800	1800	0.75
ITZ	3	51	102	28	25	1800	7400	0.2745
CEKORST	7	1	2	1	2	1800	1800	0.5
AINNOST	7	3	6	1	0	1800	9000	0.1667
CENORTU	7	1	3	2	0	1800	1800	0.6667
DEELMOR	7	1	2	1	0	1800	1800	0.5
CEINNOS	7	2	4	1	3	1800	5400	0.25
CDEORSU	7	1	2	1	0	1800	1800	0.5
BBGIMNO	7	1	2	1	0	1800	1800	0.5
AINORST	7	3	6	1	2	1800	9000	0.1667
CGHIINN	7	3	7	2	1	1800	9000	0.2857
BBELRSU	7	1	2	1	1	1800	1800	0.5
CDEIKLS	7	1	2	1	1	1800	1800	0.5
DDEORSW	7	2	4	1	1	1800	5400	0.25
DEEGLRS	7	3	6	1	0	1800	9000	0.1667
BDDELOO	7	1	2	1	0	1800	1800	0.5
CEIKLRS	7	1	2	1	2	1800	1800	0.5
CDEENST	7	3	6	1	3	1800	9000	0.1667
INOOPST	7	7	15	1	3	1800	25200	0.06667
CDENORS	7	3	6	1	1	1800	9000	0.1667
CEOPRSS	7	2	4	1	2	1800	5400	0.25
BDELORU	7	1	2	1	1	1800	1800	0.5
CDENORW	7	1	2	1	0	1800	1800	0.5
BEEGINT	7	1	2	1	0	1800	1800	0.5
BGGILNU	7	1	2	1	0	1800	1800	0.5
CEHKORS	7	1	2	1	1	1800	1800	0.5
CGINOST	7	1	2	1	1	1800	1800	0.5
CELNORS	7	1	2	1	0	1800	1800	0.5
DDEGINR	7	1	2	1	1	1800	1800	0.5
CGIKNPU	7	1	2	1	1	1800	1800	0.5
CELRSTU	7	6	12	1	5	1800	19800	0.08333
BDEIIRS	7	2	4	1	0	1800	5400	0.25
BGINORS	7	4	8	1	2	1800	12600	0.125
CDEINRS	7	4	8	1	3	1800	12600	0.125
BEILRST	7	3	6	1	0	1800	9000	0.1667
DEEIRRT	7	13	27	1	4	1800	46800	0.03704
CDEHIRT	7	2	4	1	0	1800	5400	0.25
DEEILRV	7	5	12	1	8	1800	19800	0.08333
CDDEHIT	7	1	2	1	1	1800	1800	0.5
CDEIKST	7	1	2	1	0	1800	1800	0.5
BGU	3	46	92	30	23	1800	6200	0.3261
CEIKLST	7	2	5	2	1	1800	5400	0.4
CEOPRSU	7	1	2	1	0	1800	1800	0.5
CELORSW	7	2	4	1	0	1800	5400	0.25
CEINORT	7	8	17	2	0	1800	27000	0.1176
CEIKNRS	7	1	2	1	0	1800	1800	0.5
CEERRSU	7	5	10	1	0	1800	16200	0.1
CGINSSU	7	3	6	1	2	1800	9000	0.1667
CEORSTU	7	5	10	3	3	1800	12600	0.3
BDEINRS	7	1	2	1	1	1800	1800	0.5
DDGGINO	7	1	2	1	0	1800	1800	0.5
AACELMR	7	3	6	1	0	1800	9000	0.1667
DDEEIMS	7	1	2	1	1	1800	1800	0.5
BEOORSS	7	1	2	1	0	1800	1800	0.5
BEIRSTU	7	1	2	1	0	1800	1800	0.5
AABLLST	7	3	6	1	1	1800	9000	0.1667
BDENORU	7	2	4	1	1	1800	5400	0.25
DEEILNR	7	5	10	1	2	1800	16200	0.1
BGINSSU	7	1	2	1	2	1800	1800	0.5
AELMMRS	7	2	4	1	0	1800	5400	0.25
EELLRST	7	2	4	1	2	1800	5400	0.25
ACEILPR	7	3	6	1	0	1800	9000	0.1667
EEINPRS	7	3	6	1	1	1800	9000	0.1667
ACEHRRS	7	2	4	1	2	1800	5400	0.25
EGORRSS	7	1	2	1	0	1800	1800	0.5
ACEHRTT	7	1	2	1	2	1800	1800	0.5
ACEHSST	7	1	2	1	0	1800	1800	0.5
EEINNST	7	15	32	1	5	1800	55800	0.03125
EHILLOS	7	1	2	1	1	1800	1800	0.5
AEHIPRS	7	3	6	1	0	1800	9000	0.1667
ABDEIRR	7	6	12	3	1	1800	16200	0.25
DERSTTU	7	3	6	1	0	1800	9000	0.1667
AEHISST	7	11	23	1	3	1800	39600	0.04348
ABDEILS	7	2	4	1	0	1800	5400	0.25
EEILPRS	7	2	4	1	1	1800	5400	0.25
GIINPRS	7	2	5	1	0	1800	7200	0.2
GIINORT	7	2	4	1	0	1800	5400	0.25
ACEHPRT	7	3	6	1	3	1800	9000	0.1667
AEQRSTU	7	4	9	1	1	1800	14400	0.1111
ACEHPRS	7	1	2	1	0	1800	1800	0.5
AEKRRST	7	2	4	1	0	1800	5400	0.25
ACEHIRS	7	8	17	1	1	1800	28800	0.05882
EEINRSS	7	27	55	1	7	1800	97200	0.01818
EGINRSU	7	3	6	1	0	1800	9000	0.1667
EGINRSW	7	2	4	1	2	1800	5400	0.25
ACEHNRS	7	2	4	1	0	1800	5400	0.25
EGINSTW	7	3	6	1	2	1800	9000	0.1667
AEKNRSW	7	1	2	1	1	1800	1800	0.5
EEINRRT	7	31	69	1	4	1800	122400	0.01449
ABDEOST	7	1	2	1	1	1800	1800	0.5
DEELORW	7	1	2	1	0	1800	1800	0.5
AEKMRRS	7	1	2	1	0	1800	1800	0.5
ABDEORR	7	1	2	1	0	1800	1800	0.5
EGIRSTU	7	2	4	1	0	1800	5400	0.25
ACEHOPS	7	1	2	1	0	1800	1800	0.5
EHIOOST	7	4	8	1	1	1800	12600	0.125
AEHLPRS	7	1	2	1	1	1800	1800	0.5
AEPPRSW	7	3	6	3	0	1800	5400	0.5
EHIPPRS	7	1	2	1	0	1800	1800	0.5
EHOPPRS	7	1	2	1	2	1800	1800	0.5
GILNOSW	7	2	4	1	2	1800	5400	0.25
ABELMRS	7	4	8	5	2	1800	5400	0.625
AEGINNS	7	3	6	1	1	1800	9000	0.1667
DEIORSS	7	1	2	1	0	1800	1800	0.5
EHOPRST	7	1	2	1	1	1800	1800	0.5
ACEKRRS	7	1	2	1	0	1800	1800	0.5
EHORSTU	7	2	4	3	3	1800	1800	0.75
DEIORRW	7	4	8	1	1	1800	12600	0.125
DEIOPST	7	11	26	1	3	1800	45000	0.03846
EWY	3	78	194	45	18	1800	14900	0.232
AEGINPS	7	2	4	1	0	1800	5400	0.25
ABCEIRS	7	4	9	1	0	1800	14400	0.1111
ABCEHRT	7	1	2	1	1	1800	1800	0.5
GILNOSV	7	1	2	1	1	1800	1800	0.5
ACEKPRS	7	1	2	1	1	1800	1800	0.5
ADENSTU	7	3	6	1	0	1800	9000	0.1667
ACEISTT	7	4	8	1	1	1800	12600	0.125
ADGINOR	7	7	14	1	3	1800	23400	0.07143
GIILNTT	7	1	2	1	2	1800	1800	0.5
DEIRRST	7	2	4	3	1	1800	1800	0.75
EHIRSTW	7	2	4	3	1	1800	1800	0.75
EHIRTTW	7	4	8	1	1	1800	12600	0.125
ENORRSS	7	5	10	1	3	1800	16200	0.1
AEIRSST	7	70	151	1	8	1800	270000	0.006623
ADGILNO	7	1	2	1	1	1800	1800	0.5
EHMORST	7	10	23	7	7	1800	28800	0.3043
EHLORST	7	5	10	1	2	1800	16200	0.1
AEGIMNT	7	1	2	1	1	1800	1800	0.5
ADERSTW	7	5	10	1	1	1800	16200	0.1
ENNORSW	7	2	4	1	0	1800	5400	0.25
ENNORST	7	3	6	1	1	1800	9000	0.1667
ADEPRSS	7	3	6	1	1	1800	9000	0.1667
AEGIMNS	7	6	12	3	2	1800	16200	0.25
AEGILNP	7	2	4	1	2	1800	5400	0.25
AELPRSY	7	2	4	1	1	1800	5400	0.25
ACEELNS	7	3	6	1	1	1800	9000	0.1667
GINORSS	7	2	4	1	1	1800	5400	0.25
DENOOST	7	3	6	1	0	1800	9000	0.1667
AEGLNST	7	5	10	1	4	1800	16200	0.1
GINORSU	7	1	2	1	2	1800	1800	0.5
EELLRSS	7	1	2	1	0	1800	1800	0.5
AELNORS	7	10	20	1	1	1800	34200	0.05
DENNOST	7	1	2	1	0	1800	1800	0.5
AELNNRS	7	2	4	1	2	1800	5400	0.25
ACEEHLR	7	2	4	1	1	1800	5400	0.25
GINOSTW	7	2	4	3	2	1800	1800	0.75
GINNORS	7	3	6	1	2	1800	9000	0.1667
ACEEHPR	7	2	4	1	2	1800	5400	0.25
ACEEHST	7	5	10	1	0	1800	16200	0.1
ACEELNR	7	2	4	3	2	1800	1800	0.75
EORSSTY	7	1	2	1	0	1800	1800	0.5
GILNOOP	7	1	2	1	2	1800	1800	0.5
AEEPRRS	7	2	4	1	3	1800	5400	0.25
EEPRSST	7	1	2	1	0	1800	1800	0.5
ACDEINS	7	1	2	1	1	1800	1800	0.5
AEFLLRS	7	1	2	1	1	1800	1800	0.5
ACDELNS	7	1	2	1	0	1800	1800	0.5
ACCEHST	7	1	2	1	1	1800	1800	0.5
GILNOOT	7	4	8	5	8	1800	5400	0.625
ACDEMPS	7	1	2	1	0	1800	1800	0.5
GINOPRS	7	2	4	3	1	1800	1800	0.75
AEGGRSS	7	1	2	1	0	1800	1800	0.5
ACDEPRS	7	3	6	5	2	1800	1800	0.8333
GINOPRT	7	5	10	5	3	1800	9000	0.5
DENORSW	7	2	4	1	0	1800	5400	0.25
EPRSTTU	7	2	4	1	0	1800	5400	0.25
DENORRU	7	2	4	1	1	1800	5400	0.25
AEERRSW	7	3	6	1	4	1800	9000	0.1667
EEORSTT	7	8	16	1	2	1800	27000	0.0625
GIKLNSU	7	1	2	1	1	1800	1800	0.5
AEELPRT	7	8	17	1	3	1800	28800	0.05882
ABERRST	7	2	4	1	2	1800	5400	0.25
EELLPRS	7	3	6	3	0	1800	5400	0.5
AEEGRRS	7	1	2	1	0	1800	1800	0.5
EGIINNR	7	5	10	1	1	1800	16200	0.1
AENRRSW	7	2	4	1	2	1800	5400	0.25
AEGMNRS	7	2	4	1	1	1800	5400	0.25
EGILLRS	7	2	4	1	2	1800	5400	0.25
AEEGLST	7	9	19	1	3	1800	32400	0.05263
DELNOOS	7	2	4	1	0	1800	5400	0.25
AEEGLRS	7	6	12	1	2	1800	19800	0.08333
DELMORS	7	4	10	1	1	1800	16200	0.1
ACEHHST	7	2	4	1	0	1800	5400	0.25
EGILNTT	7	4	8	1	1	1800	12600	0.125
