rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
4013	REANT	5	False	misswipe	0.028325	0.047586	0	0	0.23793	1.68	0	0	4	1	18	7	24	0.013613	39	0.24394	1.0769	0.22536	calibrated	False	0.625	401.53	59	0.31903	0.028325		REANT- is on 1% of your boards; you already own 4 of the 24 words on it (7 of them extend the stem's own path), so the rest cost little; enumerability 0.2 is below the band, so it is a study item and not a board cue.
4014	HERT	4	False	misswipe	0.028325	0.079309	0	0	0.39655	2.8	0	0	0	1	8	16	17	0.022688	65	0.33266	1.7846	0.38394	calibrated	False	0.53849	352.02	59	0.31903	0.028325		HERT- is on 2% of your boards; you own none of the 17 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4015	MONE	4	False	par	0.02832	0.10762	1.0712	0	0.53809	3.8	1	0	1	4	78	84	117	0.031763	91	1.4041	2.3956	1.6205	calibrated	False	0.50743	1907.5	58	0.30922	0.3102	MONER	MONE- is on 3% of your boards; you own 1 of the 117 words on it; the queue wants MONER (1.1 points a game between 1 word); enumerability 1.6 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4016	STEAR	5	True	par	0.028311	0.081536	1.7836	0	0.40768	2.88	2	0	24	17	46	18	90	0.073647	211	1.9767	2.1232	2.1232	observed	True	0.65642	1184.8	53	0.10104	0.64761	STEARIN STEARD	STEAR- is on 7% of your boards; you already own 24 of the 90 words on it (18 of them extend the stem's own path), so the rest cost little; the queue wants STEARIN, STEARD (1.8 points a game between 2 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board.
4017	TED	3	True	par	0.02831	0.32953	15.647	5.6401	1.6476	11.64	16	0	135	319	1576	2170	2909	0.23455	672	10.06	14.449	14.449	observed	False	0.39083	10181	52	0.12822	1.8571	STEDE SLATED ORATED LISTED TARTED SEATED ELATED TYED RANTED STED SALTED APTED DITED HATED TOTED TYDE	TED- is on 23% of your boards; you already own 135 of the 2909 words on it (2170 of them extend the stem's own path), so the rest cost little; the queue wants STEDE, SLATED, ORATED (21.3 points a game between 16 words); enumerability 14.4 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 52 dead affixes worth 1.6 points a game in avoided misswipes at the current weight.
4018	HORD	4	False	misswipe	0.028307	0.079261	0	0	0.3963	2.8	0	0	1	4	31	39	53	0.02548	73	1.432	2.3014	1.6527	calibrated	False	0.52902	1032.5	55	0.2839	0.028307		HORD- is on 3% of your boards; you own 1 of the 53 words on it; enumerability 1.7 is below the band, so it is a study item and not a board cue.
4019	OCK	3	False	misswipe	0.028305	0.047553	0	0	0.23777	1.68	0	0	28	64	230	1000	1040	0.015707	45	7.5586	11.489	13.729	calibrated	False	0.39704	2718.7	49	0.27631	0.028305		OCK- is on 2% of your boards; you already own 28 of the 1040 words on it (1000 of them extend the stem's own path), so the rest cost little; enumerability 13.7 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
4020	RIELS	5	True	alpha	0.028291	0.064503	0	0.59093	0.32251	2.28	1	0	2	3	8	3	13	0.018499	53	0.57692	1	0.53298	calibrated	False	0.74074	453.19	59	0.31822	0.28747	ARIELS	RIELS- is on 2% of your boards; you already own 2 of the 13 words on it (3 of them extend the stem's own path), so the rest cost little; the queue wants ARIELS (0.6 points a game between 1 word); enumerability 0.5 is below the band, so it is a study item and not a board cue.
4021	ADY	3	False	misswipe	0.02829	0.079212	0	0	0.39606	2.8	0	0	1	6	58	79	113	0.023037	66	0.94621	2.7576	1.7187	calibrated	False	0.42917	750.1	55	0.31381	0.02829		ADY- is on 2% of your boards; you own 1 of the 113 words on it; enumerability 1.7 is below the band, so it is a study item and not a board cue.
4022	POST	4	True	misswipe	0.028286	0.04752	0	0	0.2376	1.68	0	0	12	19	202	223	371	0.038045	109	3.1663	3.7431	3.6544	calibrated	True	0.49473	2650.5	45	0.11399	0.028286		POST- is on 4% of your boards; you already own 12 of the 371 words on it (223 of them extend the stem's own path), so the rest cost little; enumerability 3.7 is inside the 2-6 band, so it also works as something to scan for on a board.
4023	DELO	4	True	misswipe	0.028281	0.047511	0	0	0.23756	1.68	0	0	3	5	12	17	26	0.029319	84	0.47468	1.1429	0.54786	calibrated	False	0.52372	383.8	59	0.14789	0.028281		DELO- is on 3% of your boards; you already own 3 of the 26 words on it (17 of them extend the stem's own path), so the rest cost little; enumerability 0.5 is below the band, so it is a study item and not a board cue.
4024	MAU	3	False	par	0.028274	0.10744	0.27169	0	0.5372	3.8	1	0	1	6	88	93	126	0.03281	94	2.7826	3.1489	5.0544	calibrated	True	0.45186	1884.1	54	0.29886	0.09977	MAUT	MAU- is on 3% of your boards; you own 1 of the 126 words on it; the queue wants MAUT (0.3 points a game between 1 word); enumerability 5.1 is inside the 2-6 band, so it also works as something to scan for on a board; 54 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4025	RIMA	4	True	misswipe	0.028266	0.079145	0	0	0.39573	2.8	0	0	0	4	26	40	53	0.023386	67	0.8423	1.5075	0.97216	calibrated	False	0.5146	610.35	58	0.30887	0.028266		RIMA- is on 2% of your boards; you own none of the 53 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
4026	NNAS	4	False	misswipe	0.028253	0.079107	0	0	0.39554	2.8	0	0	1	0	25	26	35	0.022688	65	1.1933	2.2308	1.3773	calibrated	False	0.58144	1371	59	0.31822	0.028253		NNAS- is on 2% of your boards; you own 1 of the 35 words on it; enumerability 1.4 is below the band, so it is a study item and not a board cue.
4027	SAP	3	True	par	0.028248	0.08644	0.34549	0	0.4322	3.06	2	0	4	8	110	110	173	0.053403	153	0.98485	1.7908	1.7889	calibrated	False	0.40115	839.43	57	0.14772	0.14115	SAPS SPAS	SAP- is on 5% of your boards; you already own 4 of the 173 words on it (110 of them extend the stem's own path), so the rest cost little; the queue wants SAPS, SPAS (0.3 points a game between 2 words); enumerability 1.8 is below the band, so it is a study item and not a board cue.
4028	NTIRE	5	False	alpha	0.028247	0.13558	0	2.441	0.67792	4.8	2	0	0	4	19	8	25	0.038394	110	1.0305	1.6818	0.95198	calibrated	False	0.70188	1552.2	60	0.32229	0.5368	ENTIRE ENTIRES	NTIRE- is on 4% of your boards; you own none of the 25 words on it yet; the queue wants ENTIRE, ENTIRES (2.4 points a game between 2 words); enumerability 1.0 is below the band, so it is a study item and not a board cue; 60 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4029	BLEA	4	False	par	0.028242	0.081336	0.66484	0	0.40668	2.88	2	0	4	17	38	41	77	0.024782	71	1.7363	2.8732	2.004	calibrated	True	0.54499	936.21	55	0.29954	0.25909	BLEAT BLEAR	BLEA- is on 2% of your boards; you already own 4 of the 77 words on it (41 of them extend the stem's own path), so the rest cost little; the queue wants BLEAT, BLEAR (0.7 points a game between 2 words); enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board.
4030	CAIR	4	False	misswipe	0.028239	0.07907	0	0	0.39535	2.8	0	0	0	6	11	9	19	0.023386	67	0.85486	1.6866	0.98665	calibrated	False	0.61781	805.31	58	0.30858	0.028239		CAIR- is on 2% of your boards; you own none of the 19 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
4031	ENDER	5	True	misswipe	0.028221	0.047411	0	0	0.23706	1.68	0	0	11	14	73	96	160	0.0363	104	3.9992	4.0577	3.6945	calibrated	True	0.62975	1346.4	52	0.1192	0.028221		ENDER- is on 4% of your boards; you already own 11 of the 160 words on it (96 of them extend the stem's own path), so the rest cost little; enumerability 3.7 is inside the 2-6 band, so it also works as something to scan for on a board.
4032	ETARD	5	False	alpha	0.028191	0.064277	0	3.0785	0.32138	2.28	1	0	2	6	15	9	25	0.018499	53	0.94983	1.5849	0.87748	calibrated	False	0.66799	1331.8	58	0.3171	1.3784	RETARD	ETARD- is on 2% of your boards; you already own 2 of the 25 words on it (9 of them extend the stem's own path), so the rest cost little; the queue wants RETARD (3.1 points a game between 1 word); enumerability 0.9 is below the band, so it is a study item and not a board cue.
4033	DEAI	4	False	alpha	0.02818	0.13526	0	2.7707	0.67631	4.8	2	0	1	4	10	4	15	0.04014	115	0.67111	1.5478	0.77457	calibrated	False	0.63452	720.2	58	0.30754	0.6054	DEAIR DEAIRS	DEAI- is on 4% of your boards; you own 1 of the 15 words on it; the queue wants DEAIR, DEAIRS (2.8 points a game between 2 words); enumerability 0.8 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4034	OMAN	4	False	alpha	0.028179	0.10708	0	0.15707	0.5354	3.8	1	0	1	6	94	147	188	0.03281	94	2.2557	2.9362	2.6035	calibrated	True	0.48792	1841.2	56	0.29786	0.069513	TOMAN	OMAN- is on 3% of your boards; you own 1 of the 188 words on it; the queue wants TOMAN (0.2 points a game between 1 word); enumerability 2.6 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4035	ENIL	4	False	misswipe	0.028173	0.078886	0	0	0.39443	2.8	0	0	0	1	21	16	33	0.022339	64	0.34307	1.4375	0.39596	calibrated	False	0.51141	519.94	60	0.32229	0.028173		ENIL- is on 2% of your boards; you own none of the 33 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4036	ROP	3	False	par	0.028171	0.19269	9.4405	0.21607	0.96343	6.84	8	0	14	36	313	525	682	0.068063	195	4.0629	4.7436	7.3798	calibrated	False	0.37954	2438.8	45	0.25837	1.4399	TROPE PORT ROPE ROPES ROPED TROP CROP DORP	ROP- is on 7% of your boards; you already own 14 of the 682 words on it (525 of them extend the stem's own path), so the rest cost little; the queue wants TROPE, PORT, ROPE (9.7 points a game between 8 words); enumerability 7.4 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 45 dead affixes worth 1.0 points a game in avoided misswipes at the current weight.
4037	ETORT	5	False	misswipe	0.028144	0.047281	0	0	0.23641	1.68	0	0	2	4	12	13	21	0.013613	39	1.1254	1.7436	1.0397	calibrated	False	0.63874	1601.1	58	0.31699	0.028144		ETORT- is on 1% of your boards; you already own 2 of the 21 words on it (13 of them extend the stem's own path), so the rest cost little; enumerability 1.0 is below the band, so it is a study item and not a board cue.
4038	ENORA	5	False	alpha	0.028143	0.10694	0	0.45571	0.53471	3.8	1	0	0	0	10	4	10	0.031763	91	0.53325	1.3077	0.49263	calibrated	False	0.72173	808.9	59	0.30728	0.14807	SENORA	ENORA- is on 3% of your boards; you own none of the 10 words on it yet; the queue wants SENORA (0.5 points a game between 1 word); enumerability 0.5 is below the band, so it is a study item and not a board cue; 59 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4039	TORED	5	False	par	0.028143	0.10694	8.3917	0	0.53471	3.8	1	0	1	4	27	16	36	0.031763	91	0.66311	1.2088	0.6126	calibrated	False	0.63182	536.28	59	0.30728	2.2365	STORED	TORED- is on 3% of your boards; you own 1 of the 36 words on it; the queue wants STORED (8.4 points a game between 1 word); enumerability 0.6 is below the band, so it is a study item and not a board cue; 59 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4040	EVI	3	False	par	0.028133	0.12997	1.3805	0.82447	0.64987	4.62	4	0	9	33	256	323	477	0.037347	107	3.3377	5.2991	6.0626	calibrated	False	0.39496	2680.1	57	0.31761	0.5054	VIDE VEIN EVIL VEIL	EVI- is on 4% of your boards; you already own 9 of the 477 words on it (323 of them extend the stem's own path), so the rest cost little; the queue wants VIDE, VEIN, EVIL (2.2 points a game between 4 words); enumerability 6.1 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 57 dead affixes worth 0.6 points a game in avoided misswipes at the current weight.
4041	EGNO	4	False	misswipe	0.028121	0.078738	0	0	0.39369	2.8	0	0	0	0	4	5	7	0.023386	67	0.54664	1.2836	0.63092	calibrated	False	0.56	505.88	59	0.30728	0.028121		EGNO- is on 2% of your boards; you own none of the 7 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4042	HINT	4	True	misswipe	0.028112	0.047229	0	0	0.23614	1.68	0	0	4	4	14	19	30	0.0363	104	1.3456	1.9808	1.553	calibrated	False	0.57502	257.76	53	0.11874	0.028112		HINT- is on 4% of your boards; you already own 4 of the 30 words on it (19 of them extend the stem's own path), so the rest cost little; enumerability 1.6 is below the band, so it is a study item and not a board cue.
4043	ETTL	4	False	misswipe	0.028109	0.047223	0	0	0.23612	1.68	0	0	4	15	37	49	69	0.015009	43	2.0432	4.5814	2.3582	calibrated	True	0.55018	2163.8	56	0.28715	0.028109		ETTL- is on 2% of your boards; you already own 4 of the 69 words on it (49 of them extend the stem's own path), so the rest cost little; enumerability 2.4 is inside the 2-6 band, so it also works as something to scan for on a board.
4044	ASHIE	5	False	misswipe	0.028106	0.078696	0	0	0.39348	2.8	0	0	0	13	40	35	62	0.023386	67	2.1765	2.5522	2.0107	calibrated	True	0.64399	1622.5	57	0.30711	0.028106		ASHIE- is on 2% of your boards; you own none of the 62 words on it yet; enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board.
4045	TERTI	5	False	misswipe	0.0281	0.07868	0	0	0.3934	2.8	0	0	0	6	37	17	44	0.022339	64	1.1592	2.625	1.0709	calibrated	False	0.63492	2019.9	59	0.32145	0.0281		TERTI- is on 2% of your boards; you own none of the 44 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
4046	GARS	4	True	misswipe	0.028094	0.078664	0	0	0.39332	2.8	0	0	1	8	32	26	47	0.023037	66	0.9434	1.6061	1.0888	calibrated	False	0.58144	1098.5	57	0.31164	0.028094		GARS- is on 2% of your boards; you own 1 of the 47 words on it; enumerability 1.1 is below the band, so it is a study item and not a board cue.
4047	DRAI	4	False	par	0.028073	0.16282	9.0343	1.9099	0.81411	5.8	3	0	0	9	57	31	72	0.046771	134	1.0099	2.0672	1.1656	calibrated	False	0.52192	1161.7	57	0.31771	1.915	DRAINS DRAIN DRAIL	DRAI- is on 5% of your boards; you own none of the 72 words on it yet; the queue wants DRAINS, DRAIN, DRAIL (10.9 points a game between 3 words); enumerability 1.2 is below the band, so it is a study item and not a board cue; 57 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
4048	GNAL	4	False	misswipe	0.028069	0.047156	0	0	0.23578	1.68	0	0	3	6	32	17	50	0.013613	39	0.40283	1.359	0.46493	calibrated	False	0.48786	623.02	59	0.31615	0.028069		GNAL- is on 1% of your boards; you already own 3 of the 50 words on it (17 of them extend the stem's own path), so the rest cost little; enumerability 0.5 is below the band, so it is a study item and not a board cue.
4049	OWNE	4	False	misswipe	0.028044	0.047114	0	0	0.23557	1.68	0	0	2	9	56	73	104	0.015358	44	2.5996	3.1591	3.0003	calibrated	True	0.54784	2138.6	55	0.27998	0.028044		OWNE- is on 2% of your boards; you already own 2 of the 104 words on it (73 of them extend the stem's own path), so the rest cost little; enumerability 3.0 is inside the 2-6 band, so it also works as something to scan for on a board.
4050	USEL	4	False	alpha	0.028032	0.063912	0	0.34128	0.31956	2.28	1	0	2	1	23	35	46	0.01815	52	0.65974	1.7115	0.76145	calibrated	False	0.50898	557.73	59	0.32137	0.17772	OUSEL	USEL- is on 2% of your boards; you already own 2 of the 46 words on it (35 of them extend the stem's own path), so the rest cost little; the queue wants OUSEL (0.3 points a game between 1 word); enumerability 0.8 is below the band, so it is a study item and not a board cue.
4051	OSEY	4	False	misswipe	0.028031	0.078487	0	0	0.39244	2.8	0	0	0	1	18	17	23	0.022688	65	1.191	1.7077	1.3747	calibrated	False	0.65079	1107.5	57	0.31573	0.028031		OSEY- is on 2% of your boards; you own none of the 23 words on it yet; enumerability 1.4 is below the band, so it is a study item and not a board cue.
4052	NAM	3	True	par	0.028019	0.090783	1.4426	0	0.45392	3.24	2	0	5	18	202	189	306	0.082024	235	2.3508	3.5617	3.5617	observed	True	0.39027	2473.2	51	0.10101	0.47325	MEAN MANS	NAM- is on 8% of your boards; you already own 5 of the 306 words on it (189 of them extend the stem's own path), so the rest cost little; the queue wants MEAN, MANS (1.4 points a game between 2 words); enumerability 3.6 is inside the 2-6 band, so it also works as something to scan for on a board.
4053	SCROT	5	False	misswipe	0.027972	0.046993	0	0	0.23497	1.68	0	0	5	3	14	6	23	0.014311	41	1.2493	1.9024	1.1541	calibrated	False	0.73909	1872.7	57	0.29969	0.027972		SCROT- is on 1% of your boards; you already own 5 of the 23 words on it (6 of them extend the stem's own path), so the rest cost little; enumerability 1.2 is below the band, so it is a study item and not a board cue.
4054	LUSE	4	False	misswipe	0.02797	0.078316	0	0	0.39158	2.8	0	0	1	6	22	40	58	0.024433	70	1.3989	1.5286	1.6146	calibrated	False	0.51421	900.19	57	0.29253	0.02797		LUSE- is on 2% of your boards; you own 1 of the 58 words on it; enumerability 1.6 is below the band, so it is a study item and not a board cue.
4055	SERR	4	True	alpha	0.027963	0.063755	0	4.1955	0.31878	2.28	1	0	4	14	48	33	74	0.053054	152	2.7762	3.1842	3.2042	calibrated	True	0.55825	2570.8	53	0.10967	1.8681	SERRA	SERR- is on 5% of your boards; you already own 4 of the 74 words on it (33 of them extend the stem's own path), so the rest cost little; the queue wants SERRA (4.2 points a game between 1 word); enumerability 3.2 is inside the 2-6 band, so it also works as something to scan for on a board.
4056	RAILE	5	True	misswipe	0.027961	0.046975	0	0	0.23487	1.68	0	0	8	13	41	20	64	0.035602	102	2.0684	2.4902	1.9108	calibrated	False	0.68403	1064.4	55	0.12042	0.027961		RAILE- is on 4% of your boards; you already own 8 of the 64 words on it (20 of them extend the stem's own path), so the rest cost little; enumerability 1.9 is below the band, so it is a study item and not a board cue.
4057	LLO	3	False	alpha	0.027961	0.13421	0	0.484	0.67106	4.8	2	0	0	10	343	650	725	0.038743	111	1.761	5.955	3.1986	calibrated	True	0.38783	2055.3	59	0.31615	0.12879	RELLO ALLOT	LLO- is on 4% of your boards; you own none of the 725 words on it yet; the queue wants RELLO, ALLOT (0.5 points a game between 2 words); enumerability 3.2 is inside the 2-6 band, so it also works as something to scan for on a board; 59 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4058	ONIST	5	False	misswipe	0.027956	0.078278	0	0	0.39139	2.8	0	0	0	2	50	39	66	0.022339	64	0.86198	1.7812	0.79632	calibrated	False	0.60974	1494.7	58	0.3198	0.027956		ONIST- is on 2% of your boards; you own none of the 66 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
4059	TORC	4	True	misswipe	0.027944	0.046946	0	0	0.23473	1.68	0	0	3	3	26	27	40	0.02897	83	0.51488	1.5301	0.59425	calibrated	False	0.51429	421.56	59	0.14789	0.027944		TORC- is on 3% of your boards; you already own 3 of the 40 words on it (27 of them extend the stem's own path), so the rest cost little; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4060	NOTER	5	True	misswipe	0.027944	0.046946	0	0	0.23473	1.68	0	0	3	2	3	3	10	0.02897	83	0.41448	1	0.38291	calibrated	False	0.6713	0	59	0.14789	0.027944		NOTER- is on 3% of your boards; you already own 3 of the 10 words on it (3 of them extend the stem's own path), so the rest cost little; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4061	TIC	3	True	par	0.02794	0.14082	1.74	1.1629	0.7041	5.04	5	0	20	44	1046	1543	1957	0.11483	329	6.2958	9.0729	9.0729	observed	False	0.37485	11467	54	0.11192	0.60391	CHIT ANTIC ETIC TICH ITCH	TIC- is on 11% of your boards; you already own 20 of the 1957 words on it (1543 of them extend the stem's own path), so the rest cost little; the queue wants CHIT, ANTIC, ETIC (2.9 points a game between 5 words); enumerability 9.1 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 54 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4062	TARDI	5	False	misswipe	0.027938	0.046936	0	0	0.23468	1.68	0	0	2	4	14	8	20	0.01466	42	0.68458	1.5714	0.63243	calibrated	False	0.66344	666.43	55	0.2922	0.027938		TARDI- is on 1% of your boards; you already own 2 of the 20 words on it (8 of them extend the stem's own path), so the rest cost little; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4063	IDAN	4	False	misswipe	0.027937	0.078225	0	0	0.39112	2.8	0	0	0	0	18	37	42	0.022688	65	0.9322	1.6769	1.0759	calibrated	False	0.51218	1059.6	58	0.31467	0.027937		IDAN- is on 2% of your boards; you own none of the 42 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
4064	GNAT	4	True	misswipe	0.027929	0.04692	0	0	0.2346	1.68	0	0	3	1	42	42	61	0.02897	83	0.9399	1.5301	1.0848	calibrated	False	0.50185	1188.6	57	0.14781	0.027929		GNAT- is on 3% of your boards; you already own 3 of the 61 words on it (42 of them extend the stem's own path), so the rest cost little; enumerability 1.1 is below the band, so it is a study item and not a board cue.
4065	POTA	4	False	misswipe	0.027914	0.078158	0	0	0.39079	2.8	0	0	0	1	37	37	54	0.023735	68	1.6383	2.1618	1.8909	calibrated	False	0.53814	2068.6	58	0.30053	0.027914		POTA- is on 2% of your boards; you own none of the 54 words on it yet; enumerability 1.9 is below the band, so it is a study item and not a board cue.
4066	ELLAS	5	False	misswipe	0.027897	0.046867	0	0	0.23434	1.68	0	0	2	2	28	36	48	0.013962	40	0.9897	1.8	0.91431	calibrated	False	0.61453	1411.2	58	0.30636	0.027897		ELLAS- is on 1% of your boards; you already own 2 of the 48 words on it (36 of them extend the stem's own path), so the rest cost little; enumerability 0.9 is below the band, so it is a study item and not a board cue.
4067	UCI	3	False	misswipe	0.027896	0.078109	0	0	0.39055	2.8	0	0	0	1	79	132	158	0.022339	64	0.83411	2.125	1.5151	calibrated	False	0.3921	753.65	58	0.31912	0.027896		UCI- is on 2% of your boards; you own none of the 158 words on it yet; enumerability 1.5 is below the band, so it is a study item and not a board cue.
4068	COTER	5	False	misswipe	0.027891	0.046857	0	0	0.23428	1.68	0	0	4	2	10	4	16	0.013962	40	0.77185	1.5	0.71306	calibrated	False	0.72173	1269.4	58	0.30629	0.027891		COTER- is on 1% of your boards; you already own 4 of the 16 words on it (4 of them extend the stem's own path), so the rest cost little; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4069	DDL	3	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	6	27	146	313	357	0.013264	38	2.2614	6.4211	4.1075	calibrated	True	0.4011	1998.6	60	0.32229	0.02788		DDL- is on 1% of your boards; you already own 6 of the 357 words on it (313 of them extend the stem's own path), so the rest cost little; enumerability 4.1 is inside the 2-6 band, so it also works as something to scan for on a board.
4070	RANIT	5	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	3	4	28	12	36	0.013264	38	0.27559	1.6316	0.25459	calibrated	False	0.62417	541.46	60	0.32229	0.02788		RANIT- is on 1% of your boards; you already own 3 of the 36 words on it (12 of them extend the stem's own path), so the rest cost little; enumerability 0.3 is below the band, so it is a study item and not a board cue.
4071	ECOI	4	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	2	4	16	19	31	0.013264	38	0.33381	2	0.38527	calibrated	False	0.4929	453.4	60	0.32229	0.02788		ECOI- is on 1% of your boards; you already own 2 of the 31 words on it (19 of them extend the stem's own path), so the rest cost little; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4072	DLED	4	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	2	1	32	107	127	0.013264	38	1.5481	1.7368	1.7867	calibrated	False	0.53381	983.64	60	0.32229	0.02788		DLED- is on 1% of your boards; you already own 2 of the 127 words on it (107 of them extend the stem's own path), so the rest cost little; enumerability 1.8 is below the band, so it is a study item and not a board cue.
4073	GNOR	4	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	2	6	57	37	72	0.013264	38	0.86893	3.1842	1.0029	calibrated	False	0.50086	1312.5	60	0.32229	0.02788		GNOR- is on 1% of your boards; you already own 2 of the 72 words on it (37 of them extend the stem's own path), so the rest cost little; enumerability 1.0 is below the band, so it is a study item and not a board cue.
4074	PROTE	5	False	misswipe	0.02788	0.046838	0	0	0.23419	1.68	0	0	4	3	65	40	85	0.013264	38	2.5706	2.6316	2.3748	calibrated	True	0.62773	4259.8	60	0.32229	0.02788		PROTE- is on 1% of your boards; you already own 4 of the 85 words on it (40 of them extend the stem's own path), so the rest cost little; enumerability 2.4 is inside the 2-6 band, so it also works as something to scan for on a board.
4075	OTIER	5	False	misswipe	0.027875	0.078049	0	0	0.39025	2.8	0	0	1	5	11	14	21	0.022339	64	0.70136	1.5938	0.64794	calibrated	False	0.66185	602.87	58	0.31887	0.027875		OTIER- is on 2% of your boards; you own 1 of the 21 words on it; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4076	SAMI	4	False	misswipe	0.02787	0.078036	0	0	0.39018	2.8	0	0	1	5	30	20	44	0.022688	65	0.95143	1.7538	1.0981	calibrated	False	0.5381	1290.6	59	0.31391	0.02787		SAMI- is on 2% of your boards; you own 1 of the 44 words on it; enumerability 1.1 is below the band, so it is a study item and not a board cue.
4077	GEIS	4	False	misswipe	0.027869	0.1059	0	0.086658	0.52952	3.8	1	0	0	1	14	11	16	0.030716	88	0.82324	1.6023	0.95016	calibrated	False	0.6088	945.36	58	0.31467	0.050674	GEIST	GEIS- is on 3% of your boards; you own none of the 16 words on it yet; the queue wants GEIST (0.1 points a game between 1 word); enumerability 1.0 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4078	NARD	4	True	misswipe	0.027865	0.046814	0	0	0.23407	1.68	0	0	2	2	30	20	37	0.031763	91	0.8163	1.4176	0.94215	calibrated	False	0.57016	977.49	57	0.13451	0.027865		NARD- is on 3% of your boards; you already own 2 of the 37 words on it (20 of them extend the stem's own path), so the rest cost little; enumerability 0.9 is below the band, so it is a study item and not a board cue.
4079	SLATI	5	False	misswipe	0.027854	0.046795	0	0	0.23397	1.68	0	0	3	8	10	6	26	0.013613	39	0.4232	1.1795	0.39097	calibrated	False	0.63161	37.72	58	0.31373	0.027854		SLATI- is on 1% of your boards; you already own 3 of the 26 words on it (6 of them extend the stem's own path), so the rest cost little; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4080	ASCO	4	False	misswipe	0.027851	0.077982	0	0	0.38991	2.8	0	0	0	7	46	45	72	0.023037	66	1.5912	2.0909	1.8365	calibrated	False	0.53975	1727.9	56	0.30894	0.027851		ASCO- is on 2% of your boards; you own none of the 72 words on it yet; enumerability 1.8 is below the band, so it is a study item and not a board cue.
4081	AGU	3	False	misswipe	0.02783	0.077923	0	0	0.38962	2.8	0	0	0	2	116	139	186	0.024782	71	2.6629	3.4366	4.8369	calibrated	True	0.4269	2043	56	0.28697	0.02783		AGU- is on 2% of your boards; you own none of the 186 words on it yet; enumerability 4.8 is inside the 2-6 band, so it also works as something to scan for on a board.
4082	HEM	3	True	par	0.027826	0.27826	3.6157	1.1882	0.33523	10	6	1	0	6	174	265	308	0.057941	166	4.2555	4.9699	7.7296	calibrated	False	0.39354	3497.4	51	0.10561	0.4871	HAME METH MESH THEM HAEM HEME	HEM- is on 6% of your boards; you own none of the 308 words on it yet; the queue wants HAME, METH, MESH (4.8 points a game between 6 words); enumerability 7.7 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
4083	GOES	4	True	misswipe	0.027824	0.077908	0	0	0.38954	2.8	0	0	1	2	41	48	65	0.022688	65	0.94418	1.6462	1.0897	calibrated	False	0.53981	957.74	51	0.3134	0.027824		GOES- is on 2% of your boards; you own 1 of the 65 words on it; enumerability 1.1 is below the band, so it is a study item and not a board cue.
