key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
AEEGL	5	19	38	3	0	2400	28000	0.07895
AESTX	5	4	8	3	3	2400	4000	0.375
DEELM	5	14	28	3	2	2400	20000	0.1071
EHLSU	5	24	48	3	10	2400	36000	0.0625
ADOP	4	116	232	6	6	2400	90400	0.02586
EHORW	5	10	20	5	1	2400	12000	0.25
EIPPS	5	5	10	3	4	2400	5600	0.3
GPU	3	72	144	36	27	2400	10800	0.25
GOSTU	5	3	6	3	1	2400	2400	0.5
GORST	5	20	40	3	3	2400	29600	0.075
AELMP	5	26	54	3	5	2400	40800	0.05556
KNOOS	5	9	18	13	6	2400	4000	0.7222
GOOPS	5	6	12	3	2	2400	7200	0.25
IPRSS	5	5	10	3	1	2400	5600	0.3
EPRRY	5	11	24	2	1	2400	17600	0.08333
ILLSW	5	6	12	7	7	2400	4000	0.5833
ABBE	4	21	42	8	14	2400	13600	0.1905
ADEK	4	73	172	5	8	2400	66800	0.02907
BHIRT	5	11	22	3	2	2400	15200	0.1364
BGRU	4	25	50	6	7	2400	17600	0.12
BGOS	4	14	28	8	8	2400	8000	0.2857
ADEV	4	39	78	8	13	2400	28000	0.1026
GIKNS	5	3	6	3	3	2400	2400	0.5
AELZ	4	9	18	10	7	2400	3200	0.5556
ALPU	4	28	56	6	5	2400	20000	0.1071
ILORT	5	37	74	3	0	2400	56800	0.04054
ALPSW	5	8	16	5	4	2400	8800	0.3125
AKMS	4	22	44	12	6	2400	12800	0.2727
EEKN	4	29	58	6	6	2400	20800	0.1034
BELU	4	23	46	8	12	2400	15200	0.1739
ILMPS	5	5	10	3	4	2400	5600	0.3
DNOSW	5	6	12	3	2	2400	7200	0.25
ACFFS	5	7	14	3	2	2400	8800	0.2143
AAMSS	5	36	89	2	3	2400	69600	0.02247
COPRS	5	10	20	5	5	2400	12000	0.25
CMSU	4	20	40	10	13	2400	12000	0.25
CNOOR	5	15	30	3	4	2400	21600	0.1
CINOR	5	27	54	3	2	2400	40800	0.05556
DEFIS	5	11	22	3	3	2400	15200	0.1364
DDEIR	5	19	38	5	8	2400	26400	0.1316
ABNOR	5	11	22	5	1	2400	13600	0.2273
ABKS	4	11	22	6	7	2400	6400	0.2727
EGOPR	5	22	45	3	8	2400	33600	0.06667
GILNY	5	6	12	3	2	2400	7200	0.25
AINTW	5	8	16	3	1	2400	10400	0.1875
DGOOS	5	6	12	3	3	2400	7200	0.25
ABMO	4	30	60	6	3	2400	21600	0.1
ABMOS	5	9	22	2	1	2400	16000	0.09091
ADHRY	5	13	26	3	1	2400	18400	0.1154
BISTU	5	10	20	3	2	2400	13600	0.15
EIKNS	5	10	20	3	2	2400	13600	0.15
ABSW	4	15	30	8	4	2400	8800	0.2667
FGIS	4	20	40	6	6	2400	13600	0.15
AISTV	5	31	62	3	11	2400	47200	0.04839
ADGIS	5	15	30	3	4	2400	21600	0.1
AEKSW	5	14	29	3	5	2400	20800	0.1034
IMPSS	5	5	10	5	3	2400	4000	0.5
IMNSU	5	12	24	5	1	2400	15200	0.2083
ABRSU	5	33	74	2	3	2400	57600	0.02703
FILOS	5	4	8	3	2	2400	4000	0.375
DEIKS	5	9	18	11	7	2400	5600	0.6111
LMPSU	5	5	10	3	4	2400	5600	0.3
FILMS	5	10	21	3	3	2400	14400	0.1429
CDELO	5	8	16	3	4	2400	10400	0.1875
ACMOR	5	41	94	2	3	2400	73600	0.02128
ACKRS	5	7	14	5	8	2400	7200	0.3571
CDRU	4	17	34	8	10	2400	10400	0.2353
AEHKS	5	7	14	9	9	2400	4000	0.6429
ADDEW	5	6	12	5	0	2400	5600	0.4167
CEILN	5	15	30	5	3	2400	20000	0.1667
CELU	4	27	54	6	11	2400	19200	0.1111
ACRY	4	29	58	10	9	2400	19200	0.1724
CDSU	4	22	44	12	13	2400	12800	0.2727
EFIST	5	49	98	3	9	2400	76000	0.03061
AGIL	4	94	188	6	7	2400	72800	0.03191
CEHSS	5	14	28	3	4	2400	20000	0.1071
ELMNO	5	40	80	3	1	2400	61600	0.0375
ACOPS	5	17	41	2	1	2400	31200	0.04878
ACILS	5	53	127	2	5	2400	100000	0.01575
CDERU	5	5	10	5	4	2400	4000	0.5
MOOP	4	18	36	10	6	2400	10400	0.2778
CDEKO	5	7	14	3	2	2400	8800	0.2143
EFLSU	5	10	20	5	2	2400	12000	0.25
AHNTU	5	9	18	3	2	2400	12000	0.1667
MOSW	4	14	28	8	5	2400	8000	0.2857
EKPS	4	40	103	3	5	2400	40000	0.02913
ACHLO	5	13	26	3	2	2400	18400	0.1154
AHMRS	5	7	14	3	3	2400	8800	0.2143
EEPRU	5	13	26	5	5	2400	16800	0.1923
MOPSU	5	7	14	3	2	2400	8800	0.2143
ACHPT	5	9	18	5	6	2400	10400	0.2778
AHLU	4	28	56	8	8	2400	19200	0.1429
AACPS	5	17	37	2	2	2400	28000	0.05405
EKSU	4	20	47	3	1	2400	17600	0.06383
DEY	3	217	434	45	51	2300	38900	0.1037
EMU	3	362	921	15	20	2300	90600	0.01629
EEIRRSSV	8	1	2	1	1	2200	2200	0.5
EILRSSTT	8	3	6	1	2	2200	11000	0.1667
AGIINPRS	8	1	2	1	0	2200	2200	0.5
EGINPSTT	8	1	2	1	0	2200	2200	0.5
AEINNORT	8	9	19	1	0	2200	39600	0.05263
ACDELLOR	8	1	2	1	1	2200	2200	0.5
EILPRSTT	8	1	2	1	0	2200	2200	0.5
ACDDEENT	8	2	4	1	0	2200	6600	0.25
AEEPPRRS	8	2	4	1	0	2200	6600	0.25
AGIILNRT	8	3	6	1	3	2200	11000	0.1667
GIILLNST	8	2	4	1	1	2200	6600	0.25
AEINNOST	8	1	2	1	0	2200	2200	0.5
AEILSSTT	8	8	16	1	2	2200	33000	0.0625
AEGILNOT	8	7	14	1	3	2200	28600	0.07143
EGINNRST	8	1	2	1	0	2200	2200	0.5
ACEEPRSS	8	2	4	1	0	2200	6600	0.25
AEILNORT	8	2	4	1	0	2200	6600	0.25
ACEHNSST	8	2	4	1	0	2200	6600	0.25
ACEHNRST	8	2	4	1	2	2200	6600	0.25
DELNORSU	8	3	7	1	0	2200	13200	0.1429
ACEHINRS	8	2	4	1	2	2200	6600	0.25
AINNQSTU	8	1	2	1	0	2200	2200	0.5
ACEGINRT	8	3	6	3	2	2200	6600	0.5
ADEHLNSS	8	1	2	1	0	2200	2200	0.5
ACEGINPR	8	1	2	1	0	2200	2200	0.5
EGILNSST	8	4	8	1	0	2200	15400	0.125
ACEFINRS	8	2	4	1	0	2200	6600	0.25
DGINORSW	8	1	2	1	0	2200	2200	0.5
ACEERRST	8	5	10	1	0	2200	19800	0.1
AEILNSST	8	11	23	1	1	2200	48400	0.04348
AEILRSST	8	7	14	1	1	2200	28600	0.07143
ACEENRRT	8	2	4	1	1	2200	6600	0.25
EINORSTT	8	2	4	1	1	2200	6600	0.25
EINOPRSS	8	1	2	1	0	2200	2200	0.5
EELNRSST	8	1	2	1	0	2200	2200	0.5
ADEINORT	8	17	34	1	5	2200	72600	0.02941
EIMOORST	8	5	10	3	0	2200	15400	0.3
AGHINPRS	8	1	2	1	0	2200	2200	0.5
AEILPRST	8	5	10	1	0	2200	19800	0.1
DEILMNSS	8	1	2	1	1	2200	2200	0.5
ADEIRSST	8	13	26	1	0	2200	55000	0.03846
EILNOOPS	8	2	4	1	0	2200	6600	0.25
AEGINRRS	8	1	2	1	0	2200	2200	0.5
AEERRSTW	8	1	2	1	0	2200	2200	0.5
EILNOPST	8	2	4	1	0	2200	6600	0.25
ACINNOST	8	5	12	1	0	2200	24200	0.08333
AEELPRST	8	6	12	1	1	2200	24200	0.08333
CEIOSSTT	8	1	2	1	0	2200	2200	0.5
ABELRSST	8	2	4	1	1	2200	6600	0.25
EEGILNRS	8	5	10	3	6	2200	15400	0.3
DEEOPRTT	8	1	2	1	1	2200	2200	0.5
DEEOPRST	8	3	6	1	0	2200	11000	0.1667
DEEIMNRR	8	1	2	1	0	2200	2200	0.5
DENORSTU	8	1	2	1	0	2200	2200	0.5
EEGILNST	8	6	12	3	2	2200	19800	0.25
ABDENRRS	8	1	2	1	1	2200	2200	0.5
DEEINNRT	8	3	6	1	0	2200	11000	0.1667
DEEINNST	8	2	4	1	0	2200	6600	0.25
AGINPPST	8	1	2	1	0	2200	2200	0.5
ABEIRRSS	8	2	4	1	0	2200	6600	0.25
ABEINOST	8	11	22	1	2	2200	46200	0.04545
DEEINRST	8	12	26	1	1	2200	55000	0.03846
AEEGNRST	8	9	19	1	1	2200	39600	0.05263
AABEELMN	8	1	2	1	0	2200	2200	0.5
ABEILLST	8	1	2	1	0	2200	2200	0.5
AGINNSTU	8	1	2	1	1	2200	2200	0.5
DEEIPRTT	8	1	2	1	1	2200	2200	0.5
DEEIRRSS	8	3	6	1	0	2200	11000	0.1667
CEHIISTT	8	1	2	1	1	2200	2200	0.5
AGINRSST	8	1	2	1	0	2200	2200	0.5
DEENRSTU	8	5	10	1	0	2200	19800	0.1
EHMOORST	8	1	2	1	0	2200	2200	0.5
BDEELNRS	8	1	2	1	0	2200	2200	0.5
DEEMRSTU	8	1	2	1	0	2200	2200	0.5
ABEGINST	8	4	8	1	5	2200	15400	0.125
AEHHRSST	8	1	2	1	2	2200	2200	0.5
ABELRSTT	8	2	4	1	3	2200	6600	0.25
AEEHHRST	8	6	12	1	1	2200	24200	0.08333
GINOPSTU	8	1	2	1	0	2200	2200	0.5
GIILNPPS	8	1	2	1	1	2200	2200	0.5
EEINRRST	8	29	59	1	0	2200	127600	0.01695
AEELMNSS	8	4	8	1	2	2200	15400	0.125
GIINNSTT	8	1	2	1	0	2200	2200	0.5
EEINQRSU	8	1	2	1	0	2200	2200	0.5
AEEKPRSS	8	1	2	1	0	2200	2200	0.5
AEEIRRSS	8	1	2	1	0	2200	2200	0.5
ELORSSTT	8	1	2	1	1	2200	2200	0.5
ABCEHRST	8	1	2	1	1	2200	2200	0.5
AEEINRST	8	38	80	1	1	2200	173800	0.0125
CEILNOOS	8	8	16	3	0	2200	28600	0.1875
CEIKORST	8	1	2	1	0	2200	2200	0.5
AEIORRST	8	7	14	1	2	2200	28600	0.07143
DEEORRST	8	4	8	1	2	2200	15400	0.125
ABDEERTT	8	1	2	1	0	2200	2200	0.5
EEILRSST	8	3	6	1	0	2200	11000	0.1667
ABGILNTT	8	1	2	1	1	2200	2200	0.5
EEFORRST	8	2	4	1	0	2200	6600	0.25
DEEFOORT	8	1	2	1	0	2200	2200	0.5
EEQRSSTU	8	1	2	1	1	2200	2200	0.5
AEGMNRST	8	2	4	1	1	2200	6600	0.25
AELNPRST	8	2	4	1	1	2200	6600	0.25
AEIRRSTT	8	7	14	1	1	2200	28600	0.07143
AGIMNPST	8	2	4	1	0	2200	6600	0.25
EEGHINST	8	2	4	1	2	2200	6600	0.25
EEGILNPS	8	4	9	4	2	2200	11000	0.4444
EGILMNST	8	2	4	1	2	2200	6600	0.25
ABEGILNT	8	3	6	1	3	2200	11000	0.1667
ADEEIRST	8	12	25	1	4	2200	52800	0.04
CDEENORS	8	3	6	1	1	2200	11000	0.1667
AAEILMNT	8	1	2	1	0	2200	2200	0.5
CENORSTU	8	5	10	1	0	2200	19800	0.1
AEGILNSV	8	3	6	1	0	2200	11000	0.1667
AEGILMMR	8	1	2	1	0	2200	2200	0.5
ADEGINNR	8	1	2	1	0	2200	2200	0.5
ADEENRTU	8	6	12	3	3	2200	19800	0.25
ADEEHIST	8	1	2	1	0	2200	2200	0.5
AEGILNSS	8	2	4	1	2	2200	6600	0.25
ADEERSTT	8	5	11	1	2	2200	22000	0.09091
ADEGINRS	8	2	4	1	0	2200	6600	0.25
AEGILNST	8	4	8	1	0	2200	15400	0.125
ACGINRST	8	1	2	1	1	2200	2200	0.5
ACEINNRS	8	3	6	1	0	2200	11000	0.1667
ADEENRTT	8	8	16	1	0	2200	33000	0.0625
CEORRSSU	8	1	2	1	1	2200	2200	0.5
EIRSSTTU	8	4	8	1	0	2200	15400	0.125
AEILMRST	8	18	40	1	0	2200	85800	0.025
EORRSSTY	8	1	2	1	0	2200	2200	0.5
ADEEHNRR	8	1	2	1	1	2200	2200	0.5
EIPRSSTT	8	2	4	1	1	2200	6600	0.25
ADEEMRST	8	3	6	1	0	2200	11000	0.1667
EGHILRST	8	3	6	3	1	2200	6600	0.5
AEGILNNS	8	2	4	1	0	2200	6600	0.25
EGHILNRS	8	1	2	1	1	2200	2200	0.5
AEGGINRS	8	1	2	1	1	2200	2200	0.5
AEILLPST	8	1	2	1	0	2200	2200	0.5
AAM	3	97	194	27	15	2100	16700	0.1392
APP	3	45	90	33	33	2100	5700	0.3667
DENY	4	97	220	3	10	2000	86800	0.01364
ANWY	4	15	36	3	1	2000	13200	0.08333
DDSU	4	11	22	5	6	2000	6800	0.2273
BGU	3	58	116	20	22	2000	9600	0.1724
MPSU	4	23	46	5	2	2000	16400	0.1087
EPSW	4	29	58	9	19	2000	19600	0.1552
AMRY	4	19	38	5	0	2000	13200	0.1316
GISW	4	17	34	11	6	2000	9200	0.3235
MOSY	4	22	44	5	6	2000	15600	0.1136
EKL	3	87	174	26	14	2000	14800	0.1494
BEIK	4	9	18	5	6	2000	5200	0.2778
BDSU	4	12	24	5	4	2000	7600	0.2083
ELU	3	388	776	20	20	2000	75600	0.02577
HPU	3	109	218	26	28	2000	19200	0.1193
EFIS	4	106	212	5	10	2000	82800	0.02358
AACM	4	15	30	5	3	2000	10000	0.1667
ACIP	4	59	118	7	4	2000	44400	0.05932
ABSY	4	11	22	5	4	2000	6800	0.2273
BSSU	4	9	18	9	6	2000	3600	0.5
BORW	4	14	28	7	4	2000	8400	0.25
PSSU	4	12	24	9	8	2000	6000	0.375
AGNU	4	37	74	5	7	2000	27600	0.06757
CEEH	4	51	102	5	10	2000	38800	0.04902
EIVW	4	8	16	5	4	2000	4400	0.3125
AACP	4	12	24	5	4	2000	7600	0.2083
CPSU	4	20	49	8	12	2000	16400	0.1633
BKO	3	60	120	23	25	1900	9700	0.1917
BOY	3	83	166	19	25	1900	14700	0.1145
AJR	3	31	62	25	14	1900	3700	0.4032
EEINPRR	7	3	6	1	0	1800	9000	0.1667
BEIKOOS	7	2	4	1	0	1800	5400	0.25
EIKLNRS	7	2	4	3	2	1800	1800	0.75
AEINSTT	7	27	54	1	0	1800	95400	0.01852
DDEIMSU	7	1	2	1	1	1800	1800	0.5
ADERSTT	7	3	6	1	1	1800	9000	0.1667
ANORSTT	7	17	36	1	0	1800	63000	0.02778
AEILLSS	7	2	4	1	0	1800	5400	0.25
AELPSTT	7	2	4	1	0	1800	5400	0.25
EEPRSST	7	3	6	1	1	1800	9000	0.1667
EEORSTT	7	7	14	1	0	1800	23400	0.07143
ACGINST	7	2	4	1	1	1800	5400	0.25
ADERRSW	7	13	28	3	11	1800	45000	0.1071
BEIKOOR	7	1	2	1	1	1800	1800	0.5
AEEIMRS	7	5	10	1	0	1800	16200	0.1
ANOPRST	7	20	40	1	8	1800	70200	0.025
AEINSTU	7	5	10	1	1	1800	16200	0.1
ADEGNRR	7	2	4	1	0	1800	5400	0.25
ACCEHRT	7	2	4	1	0	1800	5400	0.25
AEILLPR	7	3	6	1	2	1800	9000	0.1667
AELPPRS	7	1	2	1	2	1800	1800	0.5
ENPRSTU	7	5	10	1	4	1800	16200	0.1
GINORSU	7	1	2	1	1	1800	1800	0.5
GINORSS	7	1	2	1	1	1800	1800	0.5
AEIORST	7	12	24	1	2	1800	41400	0.04167
ACEKSTT	7	1	2	1	0	1800	1800	0.5
EILMPRS	7	2	4	1	0	1800	5400	0.25
EIINPRS	7	8	17	1	1	1800	28800	0.05882
ADEENST	7	2	4	1	2	1800	5400	0.25
DENSTTU	7	3	6	1	1	1800	9000	0.1667
ABBELSW	7	1	2	1	1	1800	1800	0.5
DEFFLSU	7	1	2	1	0	1800	1800	0.5
GINOPST	7	4	8	3	3	1800	9000	0.375
AELPRTT	7	4	8	1	1	1800	12600	0.125
ABDEELR	7	3	6	1	0	1800	9000	0.1667
EIINSTU	7	9	18	1	0	1800	30600	0.05556
EEINQRU	7	1	2	1	0	1800	1800	0.5
DDELPSU	7	1	2	1	0	1800	1800	0.5
AEHIPRS	7	4	8	1	0	1800	12600	0.125
EIKLLRS	7	1	2	1	1	1800	1800	0.5
ABDEEIR	7	4	8	3	0	1800	9000	0.375
AEEIMRR	7	2	4	1	1	1800	5400	0.25
BELLOSU	7	1	2	1	0	1800	1800	0.5
CEIKLRS	7	2	4	3	3	1800	1800	0.75
AEEIMRT	7	6	12	1	0	1800	19800	0.08333
CEEHORS	7	6	12	1	0	1800	19800	0.08333
EIKOORS	7	1	2	1	1	1800	1800	0.5
AACELMR	7	5	11	1	0	1800	18000	0.09091
AEINRSS	7	4	8	1	1	1800	12600	0.125
GILNOSV	7	3	6	3	2	1800	5400	0.5
EEIMPRS	7	10	22	1	1	1800	37800	0.04545
BEINRTU	7	1	2	1	0	1800	1800	0.5
ABCEHRT	7	1	2	1	1	1800	1800	0.5
ADGIINR	7	2	4	1	0	1800	5400	0.25
CEINORT	7	13	27	1	0	1800	46800	0.03704
AEINRTU	7	25	53	1	0	1800	93600	0.01887
GILNRSU	7	1	2	1	0	1800	1800	0.5
EFILLRS	7	1	2	1	1	1800	1800	0.5
GILNOOP	7	2	4	3	4	1800	1800	0.75
ADGIILN	7	2	4	1	2	1800	5400	0.25
GILNOOT	7	5	10	5	2	1800	9000	0.5
ADGHINS	7	3	6	1	3	1800	9000	0.1667
ACELNRU	7	6	12	1	2	1800	19800	0.08333
DEFINSU	7	1	2	1	0	1800	1800	0.5
ABCEENR	7	1	2	1	0	1800	1800	0.5
AEFRSTW	7	1	2	1	1	1800	1800	0.5
GILNPSU	7	4	10	1	1	1800	16200	0.1
EKOORST	7	2	4	1	0	1800	5400	0.25
IIPRSST	7	1	2	1	0	1800	1800	0.5
ADDEEIR	7	4	8	1	0	1800	12600	0.125
EEORSTV	7	11	27	1	3	1800	46800	0.03704
DDEHNOS	7	6	12	1	0	1800	19800	0.08333
CEIKNRS	7	3	6	5	1	1800	1800	0.8333
DDEGINR	7	1	2	1	0	1800	1800	0.5
GIMNOOT	7	1	2	1	1	1800	1800	0.5
AELRSTU	7	3	6	1	0	1800	9000	0.1667
GIKLNSU	7	1	2	1	1	1800	1800	0.5
AMNORST	7	3	6	1	0	1800	9000	0.1667
DDEELRS	7	8	16	1	2	1800	27000	0.0625
ADESTTW	7	1	2	1	0	1800	1800	0.5
ACELNST	7	13	27	3	1	1800	43200	0.1111
EIKNRSS	7	1	2	1	1	1800	1800	0.5
ACINNOT	7	4	9	1	0	1800	14400	0.1111
ABCEIRS	7	3	6	1	0	1800	9000	0.1667
BEINOST	7	5	10	1	0	1800	16200	0.1
ELOOSTT	7	5	10	1	1	1800	16200	0.1
CDEENOR	7	2	4	1	0	1800	5400	0.25
CEINOSS	7	8	17	1	0	1800	28800	0.05882
AEEKPRS	7	2	4	1	0	1800	5400	0.25
EIILPST	7	6	12	1	0	1800	19800	0.08333
GINOTTW	7	2	4	1	0	1800	5400	0.25
DEEFIRR	7	1	2	1	0	1800	1800	0.5
CDEERSU	7	5	11	1	1	1800	18000	0.09091
BDEIRST	7	1	2	1	0	1800	1800	0.5
EEHORSS	7	5	10	1	0	1800	16200	0.1
AEGIKLN	7	1	2	1	1	1800	1800	0.5
AELMNST	7	5	10	3	3	1800	12600	0.3
ADEEHLS	7	3	6	1	1	1800	9000	0.1667
EMRSSTU	7	3	6	1	2	1800	9000	0.1667
BDELNRU	7	1	2	1	1	1800	1800	0.5
ABDGILN	7	1	2	1	0	1800	1800	0.5
EIRSSTV	7	3	6	3	2	1800	5400	0.5
CEORRSS	7	4	8	1	1	1800	12600	0.125
AEKLRST	7	3	6	1	1	1800	9000	0.1667
EEHPRST	7	2	4	1	0	1800	5400	0.25
CEEORRV	7	1	2	1	0	1800	1800	0.5
BDENORU	7	4	10	1	1	1800	16200	0.1
CEHIMRS	7	1	2	1	1	1800	1800	0.5
DEIRSTV	7	2	4	1	1	1800	5400	0.25
DEEINRR	7	3	6	1	0	1800	9000	0.1667
AEGHINT	7	1	2	1	0	1800	1800	0.5
ABEIRST	7	15	30	1	7	1800	52200	0.03333
ABEIRTT	7	8	17	1	2	1800	28800	0.05882
ABEISTT	7	3	6	1	2	1800	9000	0.1667
EERRTTU	7	4	8	1	0	1800	12600	0.125
EEGINNS	7	10	22	1	0	1800	37800	0.04545
DEEINPR	7	5	10	1	3	1800	16200	0.1
EIRRSTW	7	6	12	1	2	1800	19800	0.08333
ACENSST	7	13	27	1	2	1800	46800	0.03704
EEGNRST	7	13	26	1	2	1800	45000	0.03846
AEKMRRS	7	1	2	1	1	1800	1800	0.5
ABDEORT	7	7	16	1	3	1800	27000	0.0625
AELMMRS	7	4	8	1	3	1800	12600	0.125
ELLORRS	7	1	2	1	1	1800	1800	0.5
DEEMNRS	7	3	6	1	1	1800	9000	0.1667
ACNOORS	7	1	2	1	1	1800	1800	0.5
EEHILLR	7	2	4	1	0	1800	5400	0.25
ADEEGRW	7	1	2	1	0	1800	1800	0.5
BDEELNR	7	4	8	1	1	1800	12600	0.125
EHNRSTU	7	5	10	1	3	1800	16200	0.1
AEGILMN	7	2	4	1	1	1800	5400	0.25
CEGINNS	7	2	4	1	0	1800	5400	0.25
AAELMST	7	10	20	1	2	1800	34200	0.05
DEENNST	7	22	44	5	4	1800	70200	0.1136
EEHIRRS	7	5	10	1	1	1800	16200	0.1
AGINPSV	7	1	2	1	1	1800	1800	0.5
BBGIINR	7	1	2	1	0	1800	1800	0.5
AEGORST	7	18	38	1	1	1800	66600	0.02632
BDEIIRS	7	4	8	1	3	1800	12600	0.125
BBEIRRS	7	1	2	1	0	1800	1800	0.5
DEEIRTV	7	1	2	1	0	1800	1800	0.5
EHLRSTU	7	1	2	1	0	1800	1800	0.5
CEHHOST	7	1	2	1	0	1800	1800	0.5
DENOSTU	7	6	12	1	1	1800	19800	0.08333
ACERRSV	7	2	4	1	4	1800	5400	0.25
CDEIKLS	7	1	2	1	0	1800	1800	0.5
CEHILNS	7	2	4	1	0	1800	5400	0.25
ABEHRST	7	3	6	1	0	1800	9000	0.1667
AABELST	7	2	4	1	2	1800	5400	0.25
EEGIMNT	7	1	2	1	1	1800	1800	0.5
EIILNST	7	16	32	1	8	1800	55800	0.03125
ACELRSS	7	4	8	1	3	1800	12600	0.125
CEHIRST	7	6	12	1	2	1800	19800	0.08333
DEEILPR	7	3	6	1	0	1800	9000	0.1667
DEEILNS	7	15	30	1	0	1800	52200	0.03333
AEGMNRS	7	3	6	1	2	1800	9000	0.1667
ABDEILR	7	7	14	1	0	1800	23400	0.07143
ACORSST	7	1	2	1	0	1800	1800	0.5
EEQRSTU	7	2	4	1	1	1800	5400	0.25
EHILOST	7	12	24	1	0	1800	41400	0.04167
EEILOST	7	11	22	1	3	1800	37800	0.04545
EIILMST	7	3	6	1	0	1800	9000	0.1667
ACELPST	7	4	8	3	0	1800	9000	0.375
ACGINPR	7	1	2	1	2	1800	1800	0.5
DEEFIRS	7	9	18	1	0	1800	30600	0.05556
ADEEMNS	7	2	4	1	0	1800	5400	0.25
GIILNTW	7	1	2	1	1	1800	1800	0.5
DEEFILR	7	5	10	1	0	1800	16200	0.1
EEILPRS	7	3	6	1	2	1800	9000	0.1667
EEFLSTT	7	1	2	1	1	1800	1800	0.5
ABGILNT	7	5	10	1	1	1800	16200	0.1
AEGILNP	7	4	8	1	0	1800	12600	0.125
EHIIRSS	7	1	2	1	0	1800	1800	0.5
AEEILRR	7	7	14	1	1	1800	23400	0.07143
CEHOSSU	7	2	4	1	2	1800	5400	0.25
EEILRSS	7	2	4	1	1	1800	5400	0.25
ABDEEST	7	3	6	1	1	1800	9000	0.1667
AELNPRS	7	3	6	3	2	1800	5400	0.5
DENOOSW	7	2	4	3	0	1800	1800	0.75
CEORRSU	7	4	8	1	1	1800	12600	0.125
DEEPRSU	7	5	10	1	1	1800	16200	0.1
ABDENRR	7	7	14	3	4	1800	19800	0.2143
AEEGRRT	7	3	6	1	0	1800	9000	0.1667
AEGNNPS	7	1	2	1	0	1800	1800	0.5
BDGIINR	7	2	4	1	0	1800	5400	0.25
DEEIMPR	7	3	6	1	0	1800	9000	0.1667
EIQRSTU	7	3	6	1	0	1800	9000	0.1667
CDEHNRU	7	2	4	1	0	1800	5400	0.25
CDEHIRT	7	2	4	1	1	1800	5400	0.25
CEENORS	7	6	12	1	0	1800	19800	0.08333
ABELRSS	7	5	10	1	0	1800	16200	0.1
ADEEGNT	7	11	24	1	1	1800	41400	0.04167
CDEHILS	7	2	4	1	0	1800	5400	0.25
DENORRU	7	3	6	1	2	1800	9000	0.1667
ADEELMT	7	1	2	1	1	1800	1800	0.5
AAEKNSW	7	1	2	1	0	1800	1800	0.5
AELNNRS	7	1	2	1	1	1800	1800	0.5
DEIRRST	7	8	16	3	5	1800	23400	0.1875
EHISTTW	7	4	8	1	1	1800	12600	0.125
CEHINRS	7	7	16	1	2	1800	27000	0.0625
DEEILRV	7	8	17	3	1	1800	25200	0.1765
ACELRSV	7	1	2	1	0	1800	1800	0.5
ABENRST	7	2	4	3	2	1800	1800	0.75
AEGMNRT	7	5	10	1	1	1800	16200	0.1
DEEILPS	7	4	8	3	2	1800	9000	0.375
CEHIORR	7	1	2	1	0	1800	1800	0.5
EEINRRS	7	6	12	1	0	1800	19800	0.08333
ACEHSST	7	3	6	1	0	1800	9000	0.1667
AENPSTT	7	3	6	3	3	1800	5400	0.5
DELORSS	7	1	2	1	0	1800	1800	0.5
AENRRSS	7	12	24	1	5	1800	41400	0.04167
ADDENOT	7	11	22	1	0	1800	37800	0.04545
ADDENTU	7	1	2	1	1	1800	1800	0.5
DEORSTW	7	2	4	1	1	1800	5400	0.25
AEERRTW	7	2	4	1	0	1800	5400	0.25
ACDERRS	7	1	2	1	0	1800	1800	0.5
EFIRSST	7	3	6	1	2	1800	9000	0.1667
CEKOORS	7	1	2	1	1	1800	1800	0.5
AEFLSST	7	2	4	1	0	1800	5400	0.25
CGIKNNO	7	1	2	1	0	1800	1800	0.5
AENRSTW	7	1	2	1	1	1800	1800	0.5
AEILPRT	7	10	20	1	2	1800	34200	0.05
AEGINPS	7	5	10	1	1	1800	16200	0.1
CGILNOO	7	1	2	1	1	1800	1800	0.5
EIMNRTU	7	7	16	1	0	1800	27000	0.0625
EFIRSTT	7	2	4	1	2	1800	5400	0.25
FGIINST	7	1	2	1	1	1800	1800	0.5
AEILPPS	7	2	4	3	1	1800	1800	0.75
ADEGGLR	7	3	7	1	1	1800	10800	0.1429
CDENORS	7	5	10	1	2	1800	16200	0.1
AEHRRSS	7	5	10	3	5	1800	12600	0.3
CGINRSU	7	2	4	1	3	1800	5400	0.25
ACEEHPR	7	2	4	3	3	1800	1800	0.75
ADEILST	7	2	4	1	1	1800	5400	0.25
DEIKLNS	7	1	2	1	1	1800	1800	0.5
ACEINST	7	9	18	1	0	1800	30600	0.05556
EGILRSU	7	1	2	1	0	1800	1800	0.5
AEGINRV	7	1	2	1	1	1800	1800	0.5
CDDEHIT	7	2	4	1	1	1800	5400	0.25
AADELSS	7	4	8	1	0	1800	12600	0.125
DEINPST	7	3	6	1	0	1800	9000	0.1667
ADELOST	7	6	12	1	0	1800	19800	0.08333
DGHIILN	7	1	2	1	0	1800	1800	0.5
CDDEEIR	7	3	6	1	0	1800	9000	0.1667
EILRSTU	7	3	6	1	0	1800	9000	0.1667
AENPPRS	7	4	8	1	2	1800	12600	0.125
AEGINSZ	7	1	2	1	0	1800	1800	0.5
DGIINNT	7	2	4	1	0	1800	5400	0.25
ACDEMPS	7	1	2	1	1	1800	1800	0.5
DEHOSTU	7	2	4	1	3	1800	5400	0.25
