stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
MAIR	104	2.6635	27000	0.65672	0.86207	0.77536	9.4241
TANA	96	2.3958	27000	0.75	0.83333	0.72414	9.4241
BALS	20	2.7	27000	0.2963	0.5	0.37143	9.4241
PILL	21	4	27000	0.61538	0.53333	0.67692	9.4241
CADS	41	2.122	27000	0.60976	0.66667	0.6	9.4241
LOTES	30	2.0333	27000	0.5	0.83333	0.5814	9.4241
DEARS	21	2.0476	27000	0.56522	0.5	0.59459	9.4241
GART	49	2.5918	27000	0.7037	0.64706	0.71053	9.4241
DIRT	119	2.3277	27000	0.67568	0.64286	0.73611	9.4241
DOLL	28	3.2143	27000	0.66071	0.8125	0.75	9.4241
COOT	42	3.4524	27000	0.77215	0.77778	0.79851	9.4241
MINER	56	2.2679	27000	0.82278	0.86667	0.85417	9.4241
TROW	55	3.4727	26800	0.72727	0.86667	0.74074	9.3543
BASIN	25	2.96	26800	0.7	0.5	0.61538	9.3543
MELS	41	2.6585	26800	0.38889	0.33333	0.38235	9.3543
MOOL	25	3.64	26800	0.63043	0.53333	0.59016	9.3543
ANIMA	31	4.6452	26800		0.66667	0.6	9.3543
RUMS	26	3.4231	26800	0.36842	0.33333	0.40541	9.3543
WARN	38	2.5263	26800	0.71429	0.625	0.70149	9.3543
AMPS	28	4.6429	26800	0.61538	0.47619	0.62637	9.3543
MOTES	25	2.84	26800	0.63636	0.68182	0.64062	9.3543
RILED	41	2.0488	26800	0.5	0.5	0.5	9.3543
VETS	26	3.0769	26800	0.41667	0.5	0.41304	9.3543
WIST	32	2.625	26800	0.5	0.5	0.58696	9.3543
HOPE	40	3.425	26800	0.72857	0.90476	0.84404	9.3543
RAPT	60	2.5	26600	0.3913	0.5	0.45238	9.2845
CASTER	21	2.2857	26600	0.77778	0.6	0.7381	9.2845
UNTIE	60	2.9833	26600	0.6	1	0.66071	9.2845
SEASE	40	2.275	26600	0.58824	1	0.6875	9.2845
RETINA	84	2.6548	26600	0.91176	0.86364	0.83333	9.2845
FIST	45	2.3778	26600	0.75556	0.85	0.73973	9.2845
CROSS	22	3.7273	26400	0.44444	0.36364	0.375	9.2147
ORALS	52	2.4231	26400	0.62963	0.81818	0.68571	9.2147
LAWS	40	2.475	26400	0.56	0.5625	0.57692	9.2147
ABLET	35	3	26400	0.67347	0.5	0.67347	9.2147
ETAPE	39	3.2051	26400	0.54545	0.6	0.54545	9.2147
WEAL	52	2.9808	26400	0.75714	0.67857	0.71154	9.2147
MARTS	30	2.1	26400	0.57692	0.75	0.66667	9.2147
BEAST	22	2.5	26200	0.68	0.5	0.70213	9.1449
TONERS	43	2.186	26200	0.73913	0.96774	0.85057	9.1449
LOTTE	39	4.1282	26200	0.74257	0.86486	0.84375	9.1449
RENDS	47	2.0426	26200	0.67308	0.72727	0.75676	9.1449
ELDIN	46	2.8913	26000	0.66667		0.6	9.075
CANES	21	2.1429	26000	0.54545	0.66667	0.56757	9.075
DAME	56	2.1429	26000	0.76364	1	0.80682	9.075
RAUN	56	2.7143	26000	0.64286	0.5	0.62791	9.075
GARI	70	2.7857	26000	0.37931		0.37931	9.075
UNCE	53	4.2453	26000	0.38095	0.38095	0.5	9.075
TAIS	77	2.2208	26000	0.45455	0.5	0.45833	9.075
PERI	112	3.6339	26000	0.61538	0.25	0.52632	9.075
REAMER	20	2.7	25800	0.5625	0.5	0.675	9.0052
RIOT	147	3.0136	25800	0.66038	0.625	0.75362	9.0052
RETAIN	62	2.3226	25800	0.90244	1	0.89623	9.0052
CITS	46	2.1304	25800	0.625	0.61538	0.59574	9.0052
TORIES	33	2.2424	25800	0.61538		0.64516	9.0052
SLING	27	2.8519	25800	0.625	0.4	0.60606	9.0052
LAMS	54	2.537	25600	0.46429	0.83333	0.57895	8.9354
PURS	34	3.3824	25600	0.67213	0.58333	0.78205	8.9354
RAISED	33	2.3636	25600	0.52	0.88889	0.60526	8.9354
NODES	36	2.1111	25600	0.60714	0.8	0.62222	8.9354
LEETS	41	2.1707	25600	0.57143	0.7	0.63333	8.9354
HOLD	35	3.0857	25600	0.58824	0.4	0.64583	8.9354
PATS	61	2.1311	25600	0.54762	0.6087	0.58696	8.9354
RUNE	102	2.5098	25600	0.83898	0.7619	0.84524	8.9354
SOLO	55	3.1091	25600	0.69565		0.58824	8.9354
LOWN	22	3.6818	25600	0.58333	0.375	0.57692	8.9354
IDENT	85	2.8588	25600	0.28571	0.75	0.43333	8.9354
SECT	113	3.2655	25400	0.46154	0.875	0.6	8.8656
WELS	37	3.1351	25400	0.3871	0.5	0.42857	8.8656
STEAM	46	2.587	25400	0.83607	0.81818	0.82955	8.8656
REDOS	41	2.1951	25400	0.48	0.5	0.47059	8.8656
DOME	50	2.36	25400	0.73077	0.85	0.7875	8.8656
EATEN	50	2.46	25400	0.41379	0.5	0.41935	8.8656
FAME	36	2.6667	25200	0.6875	1	0.76389	8.7958
FLOR	34	4.3824	25200	0.5	0.46154	0.53846	8.7958
EMAIL	37	3.5135	25200	0.71795	0.6	0.75758	8.7958
ANGERS	26	3.1923	25200	0.65625	0.5	0.79167	8.7958
TYRE	67	3.5075	25200	1	0.5	0.57692	8.7958
NORM	92	3.2609	25200	0.5	0.7	0.53846	8.7958
TIMED	43	2.2791	25200	0.69091	0.57143	0.70492	8.7958
CASED	21	2.2381	25200	0.43478		0.44	8.7958
ELATED	35	2.4	25200	0.78788	1	0.75862	8.7958
LOCA	36	4.2222	25000	0.71053		0.69048	8.726
SLANT	51	2.6078	25000	0.77612	0.78571	0.82353	8.726
ABID	54	3.7963	25000	0.5	0.5	0.65753	8.726
MARA	52	3.0962	25000	0.58333	0.5	0.51282	8.726
NOSH	51	2.6275	25000	0.73684	0.83333	0.71429	8.726
WITE	62	2.5161	25000	0.67347	0.70968	0.7438	8.726
OMERS	40	2.375	25000	0.45	0.46154	0.45238	8.726
SWEE	34	4.9118	25000	0.71579	0.52	0.73913	8.726
BASTE	51	2.8235	25000	0.90816	0.84848	0.90226	8.726
MOOT	36	3.0833	24800	0.67857	0.7931	0.80769	8.6562
DERATE	42	2.4524	24800	0.71875	0.63636	0.80328	8.6562
DREE	112	3.1964	24800	0.6	0.57143	0.64706	8.6562
HAVE	26	4.6538	24800	0.68966	0.72727	0.75556	8.6562
TOST	32	2.0625	24600	0.5	0.5	0.48571	8.5864
THIR	79	3.1013	24600	0.33333	0.4	0.41935	8.5864
MEARE	52	2.1923	24600	0.8642	0.625	0.85556	8.5864
BRAID	22	3.1364	24600	0.55172	1	0.66667	8.5864
POSS	31	3.6774	24600	0.84211	1	0.775	8.5864
TRITE	77	2.2987	24400	0.79487	0.81818	0.77027	8.5166
CREATE	28	2.5	24400	0.76471	0.375	0.67568	8.5166
TIAN	204	2.2304	24400	0.68	0.8	0.7	8.5166
TROT	125	2.432	24400	0.76	0.54545	0.76042	8.5166
TAPER	51	2.3333	24400	0.8	0.86667	0.87129	8.5166
BERE	78	3.0256	24400	0.71084	0.88889	0.81667	8.5166
RUDES	27	2.4074	24400	0.6	0.83333	0.64444	8.5166
LEED	28	2.5357	24400	0.45161	0.66667	0.5283	8.5166
STOUR	34	2.9118	24400	0.8	0.81818	0.78462	8.5166
HETE	115	2.8522	24400	0.57143	0.625	0.59016	8.5166
BRIS	74	3.5811	24200	0.64444		0.64815	8.4468
TARA	107	2.4953	24200	0.85294	0.75	0.75758	8.4468
PASH	30	2.6333	24200	0.51852	1	0.53488	8.4468
CHAIN	29	3.8621	24200	0.76316	0.8	0.8209	8.4468
HIVE	23	4.8261	24200	0.67606	0.66667	0.77	8.4468
MIME	24	3.875	24200	0.75385	0.75	0.74359	8.4468
LIONS	21	2.5714	24200	0.35294	0.5	0.38095	8.4468
BOOS	24	3.6667	24200	0.71795	0.58333	0.7069	8.4468
SEAME	54	2.8519	24200	0.80822	0.84615	0.83838	8.4468
TIPS	24	2.2917	24200	0.5	0.5	0.48276	8.4468
RASSE	26	2.1923	24200	0.5	0.5	0.46667	8.4468
AIMS	46	2.3043	24200	0.525	0.44444	0.55357	8.4468
CRIM	43	3.5581	24200	0.68627	0.91667	0.76543	8.4468
TEERS	59	2.0508	24200	0.69444	0.63636	0.74757	8.4468
DOUT	37	3.027	24200	0.83077	0.73913	0.82222	8.4468
SOFT	41	3.5122	24000	0.74194	0.66667	0.71429	8.377
BOOR	21	2.9048	24000	0.51852		0.62	8.377
RUSES	29	2.2759	24000	0.4	0.4	0.46875	8.377
SLID	69	3.2899	24000	0.9	0.83333	0.8381	8.377
GORI	62	2.7742	24000	0.65	0.5	0.62295	8.377
CHEW	20	3.35	24000	0.66667	1	0.55882	8.377
SCART	48	2.375	24000	0.71429	0.81818	0.78378	8.377
CRIES	27	2.037	24000	0.47826	0.5	0.48387	8.377
SNOT	120	2.4333	24000	0.81967	0.72727	0.81481	8.377
BRIT	56	2.7857	23800	0.72581		0.78481	8.3072
SORN	114	2.3947	23800	0.78261	1	0.81651	8.3072
ALAR	86	3.3372	23800	0.42105		0.47727	8.3072
OYER	57	2.9649	23800	0.51923	0.57143	0.55422	8.3072
RIAD	119	2.5378	23600	0.43333	0.5	0.5	8.2373
STRING	21	3.0476	23600	0.69565	0.5	0.70588	8.2373
HOARS	42	2.7143	23600	0.52632	0.9	0.69388	8.2373
AWES	38	2.3158	23600	0.52381	0.5	0.45946	8.2373
MILT	51	2.7255	23600	0.81481	0.88889	0.80412	8.2373
LAGS	34	2.6176	23600	0.44828	0.5	0.5102	8.2373
PEATS	26	2.0769	23600	0.55882	0.5	0.59091	8.2373
GAINS	23	2.2609	23600	0.45455	0.5	0.54054	8.2373
PICE	25	3.28	23600	0.61111	0.74074	0.72131	8.2373
CHARS	21	2.0952	23600	0.47619	0.5	0.46429	8.2373
AMID	73	3.2055	23600	0.33333	0.2	0.62791	8.2373
ODAL	90	3.4444	23600	0.3913	0.66667	0.42105	8.2373
SEEN	22	2.1818	23600	0.46154	0.42857	0.48571	8.2373
LOST	32	2.2188	23600	0.41379	0.54545	0.47619	8.2373
LEAL	74	2.2973	23400	0.42105		0.44444	8.1675
ROIDS	45	2.5111	23400	0.64	0.42857	0.59375	8.1675
LODS	57	2.3333	23400	0.4898	0.375	0.4918	8.1675
LIENS	58	2	23400	0.5		0.55	8.1675
PENTS	23	2	23400	0.59091	0.75	0.65789	8.1675
RUND	29	2.8966	23400	0.36	1	0.51515	8.1675
LINGO	26	2.8846	23400	0.31579	0.5	0.34783	8.1675
LORES	20	2	23400	0.53846	0.5	0.55882	8.1675
RASING	24	2.0833	23400	0.5		0.5	8.1675
CALO	72	2.8611	23400	0.8	0.5	0.69091	8.1675
LADER	56	2.3214	23400	0.775	0.8125	0.8	8.1675
RAILED	23	2.4348	23200	0.7037	0.6	0.68293	8.0977
UNCI	28	3.2857	23200	0.42857		0.27273	8.0977
MORSE	33	2.303	23200	0.68293	1	0.74074	8.0977
MESE	67	2.6269	23200	0.55556	0.4	0.48837	8.0977
SCENT	43	2.9302	23200	0.41667	0.625	0.57143	8.0977
ARTY	55	2.5273	23200	0.3913	0.33333	0.41304	8.0977
LANA	72	2.625	23200	0.69231	0.69231	0.65957	8.0977
AMUS	33	3.7879	23200	0.5	0.6	0.55	8.0977
FONT	37	2.4324	23000	0.59459		0.71429	8.0279
HONS	44	2.2727	23000	0.57143	0.66667	0.55556	8.0279
EYER	33	3.303	23000	0.82353	0.33333	0.56863	8.0279
SENTI	26	2.4615	23000	0.68421	0.78571	0.62069	8.0279
TOURS	22	2.3636	23000	0.65385	0.71429	0.63158	8.0279
AMENS	39	2.2051	23000	0.65	0.57143	0.66667	8.0279
PULE	25	3.76	22800	0.61111	1	0.64706	7.9581
SNOW	38	2.7105	22800	0.56522	0.5	0.58333	7.9581
GERE	67	2.3731	22800	0.83019	0.55556	0.74359	7.9581
SNIDE	97	2.5773	22800	0.73333	0.86667	0.82716	7.9581
NUTS	58	2.2241	22800	0.5	0.42857	0.48571	7.9581
RUNG	27	2.4074	22600	0.66667	0.83333	0.72222	7.8883
LOUSE	26	3.3846	22600	0.79592	0.90909	0.81818	7.8883
ANTRE	85	2.2	22600	0.82759	0.8	0.82192	7.8883
GULE	24	3.25	22600	0.55556	0.27273	0.55556	7.8883
WITS	32	2.3125	22600	0.44118		0.44444	7.8883
NAPE	64	2.375	22600	0.80702	0.72414	0.83146	7.8883
FIND	35	3	22400	0.79365	0.66667	0.80488	7.8185
TORY	48	2.8125	22400	0.44444	0.5	0.51515	7.8185
CLON	57	3.6491	22400	0.77612	0.8	0.8046	7.8185
STEW	46	2.6739	22400	0.78049	1	0.76471	7.8185
SOURS	22	2	22400	0.53571	0.75	0.57895	7.8185
EARTH	89	3.3483	22400	0.7	0.61905	0.68182	7.8185
WEEN	36	3.1111	22200	0.62	0.66667	0.67123	7.7487
TATERS	21	2.1905	22200	0.80645	0.72727	0.76087	7.7487
MELA	81	2.8765	22200	0.73333		0.625	7.7487
LEAP	71	2.7183	22200	0.81034	0.64516	0.77551	7.7487
PAVE	20	4.45	22200	0.73913	0.625	0.75758	7.7487
CREES	26	2.1538	22200	0.5		0.52941	7.7487
SHOW	26	3.6923	22200	0.625	0.77778	0.62791	7.7487
AGENT	40	2.725	22200	0.76	1	0.7381	7.7487
AGAS	39	3.1795	22200	0.36364	0.28571	0.37209	7.7487
RINSE	113	2.4159	22000	0.8913	1	0.90789	7.6789
TESTS	24	2.3333	22000	0.53846		0.47826	7.6789
WHIT	32	4.7188	22000	0.7037	0.63636	0.73585	7.6789
SADES	30	2.1	22000	0.46154	0.5	0.48148	7.6789
LOGS	29	2.7586	22000	0.42857	0.4	0.42308	7.6789
SLIM	53	3.0755	22000	0.73469	0.72727	0.80851	7.6789
TUND	31	2.8387	22000	0.58065	0.33333	0.60606	7.6789
CARER	38	2.5	22000	0.78261	0.77778	0.80488	7.6789
MILER	37	2.4324	22000	0.82	0.8125	0.7875	7.6789
EASTED	29	2.4828	22000	0.69444	0.8	0.71111	7.6789
RENNE	49	3.3469	22000	0.74419	0.68	0.74576	7.6789
DRAW	41	3.3415	22000	0.66667	0.72727	0.69388	7.6789
LOUN	46	2.8696	22000	0.75806	0.72727	0.7907	7.6789
DISA	58	2.431	22000	0.33333	0.66667	0.38889	7.6789
DELT	128	2.7578	22000	0.87273	0.7037	0.82692	7.6789
EVIL	28	3.4643	22000	0.5	0.25	0.44444	7.6789
TAMINE	25	2.72	22000	0.71429	0.66667	0.72973	7.6789
BEDE	41	2.8293	21800	0.57143	0.5	0.53846	7.6091
FRIT	58	3.0345	21800	0.64583	0.9	0.72973	7.6091
ELDS	71	2.4366	21800	0.57143	0.6	0.58	7.6091
RATINE	75	2.2	21800	0.76744	0.875	0.82609	7.6091
MOIST	34	3.2647	21800	0.88889	0.75	0.78049	7.6091
SOUS	40	2.875	21800	0.91489	0.66667	0.76471	7.6091
NOON	35	2.8571	21800	0.70833	1	0.7619	7.6091
GRANT	36	2.6944	21800	0.79167	1	0.75	7.6091
ALLIED	24	3.0417	21800	0.7451	0.44444	0.7451	7.6091
ACTION	21	4.2381	21800	1	0.5	0.64	7.6091
HEWS	30	2.6333	21800	0.4375	0.66667	0.58621	7.6091
LEARS	37	2	21800	0.69565	0.58333	0.73333	7.6091
HOWS	21	2.9048	21800	0.53571	0.45455	0.52273	7.6091
LORD	57	2.4035	21800	0.7619	0.66667	0.76623	7.6091
BASH	39	2.8718	21600	0.78723	0.85	0.73684	7.5393
DONNE	20	3.35	21600	0.55172	0.6	0.66667	7.5393
NITERS	21	2.0476	21600	0.54167	0.75	0.625	7.5393
AMIES	44	2.5909	21600	0.45455	0.25	0.45714	7.5393
TEAMS	31	2.1613	21600	0.74286	0.72727	0.74545	7.5393
RESIDE	36	2.6944	21600	0.72414	0.81818	0.77273	7.5393
TEADS	35	2.1143	21600	0.57143	0.57143	0.65306	7.5393
LOBE	39	2.7692	21600	0.65385	0.6	0.73469	7.5393
ROPER	23	2.3913	21600	0.73529	0.7	0.7234	7.5393
ODDER	23	3.087	21600	0.5122	0.5	0.59615	7.5393
BRAD	30	2.6	21600	0.65	0.44444	0.69767	7.5393
LIPE	55	3.6545	21600	0.62963	0.65517	0.67692	7.5393
RESTED	30	2.2	21400	0.62069	0.8	0.67568	7.4695
PISE	48	2.2917	21400	0.67647	0.75	0.66667	7.4695
HALERS	22	2.0909	21400	0.45455	0.66667	0.56	7.4695
COTTA	20	3.3	21400	0.46667	0.55556	0.59375	7.4695
OASTS	37	2.6757	21400	0.63415	0.69231	0.69118	7.4695
TINAS	68	2.1618	21200	0.5	0.46154	0.52273	7.3997
MARD	20	2.55	21200	0.5	0.5	0.5	7.3997
WARM	24	4.25	21200	0.7		0.63158	7.3997
FART	65	2.1846	21200	0.84694	0.84211	0.8843	7.3997
COIT	79	2.4557	21200	0.81818	1	0.78261	7.3997
MOLA	48	2.6875	21000	0.75439	0.9	0.75385	7.3298
BEAD	46	2.7174	21000	0.76812	0.68421	0.8022	7.3298
LENSE	42	2.381	21000	0.83721	0.73913	0.80882	7.3298
RAHS	71	2.5352	21000	0.25		0.31579	7.3298
REELS	22	2.1364	21000	0.5	0.75	0.58824	7.3298
LUNT	46	2.3043	21000	0.8	0.53846	0.74242	7.3298
SADI	115	2.6174	20800	0.58333	0.46154	0.55556	7.26
STRAW	38	2.8421	20800	0.68966	0.72727	0.71111	7.26
HEME	40	3.525	20800	0.5	0.3	0.4878	7.26
NADS	28	2.2143	20800	0.41176	0.5	0.46429	7.26
RIEL	214	2.8645	20800	0.5	0.375	0.4878	7.26
SPAIN	30	2.5	20800	0.6087	0.69231	0.70833	7.26
PEES	23	2.1739	20800	0.48148	0.5	0.48387	7.26
STOOP	24	3.125	20800	0.71429	0.5	0.67442	7.26
CORED	30	2.1	20800	0.55556	0.6875	0.69565	7.26
ROPES	24	2.125	20800	0.61111	0.75	0.64444	7.26
GRISE	39	2.5128	20800	0.64	0.6	0.63636	7.26
BEDS	33	2.4545	20800	0.4375	0.57143	0.48	7.26
LICH	28	3.5	20600	0.52174	0.75	0.51515	7.1902
COLT	47	2.5745	20600	0.79412	0.71429	0.79412	7.1902
BOTS	22	2.1364	20600	0.52941	0.5	0.55882	7.1902
SMART	49	3	20600	0.77273	0.71429	0.80702	7.1902
LANK	20	4.5	20600	0.54386	0.57143	0.66667	7.1902
TRAINER	21	2.9524	20600	0.82759	0.63636	0.85106	7.1902
WOOS	23	3.3913	20600	0.63636	0.33333	0.60526	7.1902
ANTAS	24	2.0833	20600	0.52941	0.4	0.5	7.1902
RASHES	22	2.5455	20600	0.62963	0.5	0.71795	7.1902
STEND	49	2.2857	20600	0.78571	0.83333	0.82609	7.1902
TOSH	76	2.6184	20600	0.76364	0.73333	0.83495	7.1902
MOLT	41	3.3659	20400	0.72727	0.5	0.68657	7.1204
ACTA	30	2.5667	20400	0.42857	0.33333	0.41667	7.1204
PELL	25	3.12	20400	0.7	0.6875	0.72727	7.1204
TEACH	26	2.6538	20400	0.75	0.83333	0.76744	7.1204
PROD	29	3.0345	20400	0.68421	0.25	0.63415	7.1204
MOTT	30	4.1333	20400	0.72632	0.84615	0.80412	7.1204
ANTIC	49	3.0612	20400	0.5	0.5	0.52632	7.1204
TANK	26	3.7692	20400	0.80392	0.71429	0.75309	7.1204
DUST	49	3.1224	20400	0.85	0.83333	0.77273	7.1204
PARER	23	3.1304	20400	0.625	0.5	0.64583	7.1204
SALES	21	2.0476	20400	0.61111	0.5	0.57143	7.1204
FRIS	64	3.2031	20400	0.5	1	0.54762	7.1204
DRIES	66	2.1364	20400	0.54545		0.65714	7.1204
TOPI	47	3.1064	20400	0.63158	0.8	0.6383	7.1204
PIAS	43	2.7442	20200	0.5	0.5	0.5	7.0506
DINT	103	2.1262	20200	0.86076	0.92308	0.86822	7.0506
EWES	33	2.6667	20200	0.44444	0.5	0.42105	7.0506
WELT	37	3.0541	20200	0.64286	0.6	0.64	7.0506
FELT	43	2.6977	20200	0.68293	0.875	0.7193	7.0506
HAUL	30	4.1667	20200	0.6087	1	0.55556	7.0506
TOWER	20	3.25	20200	0.76744	1	0.83077	7.0506
BLETS	27	2.8889	20200	0.42857		0.42857	7.0506
ORMER	35	3	20200	0.56522	0.3	0.53846	7.0506
DARG	29	3	20200	0.36364		0.34615	7.0506
ETHERS	20	2.7	20200	0.54545	0.83333	0.63333	7.0506
LEIS	148	2.4595	20200	0.46667	0.5	0.42105	7.0506
CUTS	34	2.2647	20200	0.5	0.6	0.57447	7.0506
MILES	20	2.25	20000	0.61765	0.8	0.66667	6.9808
PLIE	72	3.0556	20000	0.81579	1	0.85417	6.9808
ITAS	278	2.5791	20000	0.42308	0.5	0.45614	6.9808
SERED	34	2.3235	20000	0.55556	1	0.59574	6.9808
OVEN	37	3.4595	20000	0.7619	0.42857	0.68333	6.9808
COLA	51	2.2549	20000	0.79412	0.7	0.76271	6.9808
WENS	24	2.0833	20000	0.56522	0.5	0.57143	6.9808
GALS	28	2.1786	20000	0.53333	0.5	0.48387	6.9808
DIALS	20	2.35	20000	0.5	0.71429	0.58333	6.9808
PILA	63	3.1429	19800	0.4		0.375	6.911
TUSH	28	2.6429	19800	0.65517	0.6	0.63889	6.911
UMES	40	2.525	19800	0.36364	0.33333	0.36842	6.911
SOOL	46	3.3478	19800	0.7619	0.875	0.82075	6.911
OILIER	22	2.4545	19800	0.55556	0.71429	0.57692	6.911
SOUND	20	2.9	19800	0.62963	1	0.6875	6.911
HOWE	21	2.8571	19800	0.43333	0.77778	0.6	6.911
NEARED	21	2	19800	0.5	0.5	0.5	6.911
NIGH	50	3.6	19800	0.55556	0.25	0.56757	6.911
DANCE	39	3.1795	19800	0.66667	1	0.8	6.911
STEED	38	2.1316	19800	0.7037	0.66667	0.75472	6.911
NARC	112	3.0268	19800	0.41667		0.47368	6.911
VERTS	27	2.5926	19800	0.41176	0.66667	0.51724	6.911
SLIP	42	3.2381	19800	0.61905	0.78947	0.65	6.911
SURF	23	3.1304	19600	0.6		0.54545	6.8412
CHEAT	43	2.6047	19600	0.89474	0.75	0.85507	6.8412
TILER	65	2.1077	19600	0.85366	0.88	0.89091	6.8412
ASTERN	43	2.3488	19600	0.64286	0.64286	0.66667	6.8412
DINO	109	2.2752	19600	0.82609	0.76923	0.75	6.8412
SEES	27	2.2593	19600	0.47619		0.5	6.8412
ARLED	35	2.3429	19600	0.66667	0.71429	0.68085	6.8412
ADORN	23	3.1304	19400	0.5		0.66667	6.7714
CREED	23	2.5217	19400	0.53333	0.88889	0.71053	6.7714
CLINE	38	2.6316	19400	0.66667	0.71429	0.79245	6.7714
WORSE	46	3.3043	19400	0.89655	0.85185	0.86916	6.7714
GOOS	25	3.28	19400	0.68571	0.5	0.7551	6.7714
SNIP	73	3.1507	19400	1	0.77419	0.80247	6.7714
ILLY	26	4.1154	19400	0.42857	0.42857	0.5098	6.7714
LOKE	20	2.85	19400	0.59091	0.75	0.59574	6.7714
WEET	37	3	19400	0.40541	0.73684	0.66667	6.7714
IMPS	21	3.7619	19400	0.37143	0.5	0.42857	6.7714
NOOP	21	3.1905	19400	0.66667	0.54545	0.65306	6.7714
BIRD	32	3.1875	19400	0.71429		0.73171	6.7714
LANNER	21	2.619	19400	0.81579	0.8	0.80435	6.7714
PASSE	26	2.6538	19400	0.66667	1	0.76087	6.7714
PERSE	29	2.6897	19400	0.5625	0.6	0.47826	6.7714
MILD	30	2.9	19400	0.8125	0.72727	0.70455	6.7714
ROAN	103	2.3204	19200	0.79245	0.75	0.8	6.7016
SCUT	36	3.3056	19200	0.79487	0.75	0.76786	6.7016
AUNTS	38	2.9474	19200	0.67857	0.6	0.73684	6.7016
ROMS	34	2.0588	19200	0.54545	0.5	0.5	6.7016
HEARD	34	2.0882	19200	0.55		0.69231	6.7016
GRIT	58	2.5	19200	0.74359	1	0.74627	6.7016
OCHER	34	2.8824	19200		0.625	0.5	6.7016
WRAP	20	3.4	19200	1		0.41176	6.7016
LONER	48	2.3333	19200	0.7973	0.8125	0.8617	6.7016
NAILED	23	2.1739	19200	0.63333		0.69231	6.7016
LASSI	27	2.5556	19200	0.76	0.75	0.65625	6.7016
SOLAR	25	2.4	19200	0.5	0.625	0.58333	6.7016
PACT	35	3.1143	19200	0.53333	0.28571	0.53659	6.7016
STINT	60	2.5333	19200	0.88571	0.94118	0.85366	6.7016
HATTER	25	3.04	19000	0.74194	0.92857	0.81818	6.6318
TOPES	23	2.087	19000	0.66667	0.57143	0.70455	6.6318
LAVER	24	2.6667	19000	0.68889	0.8	0.80769	6.6318
REDON	78	2.3462	19000	0.7027	0.85714	0.74545	6.6318
HAMS	33	2.2727	19000	0.57143	0.55556	0.6	6.6318
DULE	44	2.4545	19000	0.56667	0.75	0.68889	6.6318
PELA	70	2.3714	19000	0.55556	0.5	0.58974	6.6318
ERSES	64	2.2969	18800	0.57143	0.5	0.55263	6.562
LOUD	36	3.1944	18800	0.76667	0.44444	0.66667	6.562
VERSE	36	4.0278	18800	0.45455	0.2	0.5	6.562
RIMER	26	3.2692	18800	0.69565	0.5	0.7	6.562
STUD	62	3.0323	18800	0.41667		0.53333	6.562
LATHER	32	3	18800	0.82812	0.76923	0.88158	6.562
HAUN	31	3.5484	18800	0.7037		0.70213	6.562
ARSED	47	2.1489	18800	0.66667	0.63158	0.66197	6.562
DEARE	93	2.5269	18800	0.90152	0.94286	0.93407	6.562
GERM	42	3.3333	18800	0.75	0.625	0.64286	6.562
LORN	32	2.2188	18600	0.5	0.5	0.47619	6.4921
TWIN	45	4.6667	18600	0.66667	0.90909	0.81159	6.4921
PRESE	39	2.8718	18600	0.60714	0.6	0.60714	6.4921
RECK	21	3.1429	18600	0.46429	0.8	0.55556	6.4921
SHAME	26	3.2308	18600	0.89474	0.63636	0.82857	6.4921
SLAVE	21	2.9048	18600	0.90323	0.76923	0.8	6.4921
HIDER	41	2.3902	18600	0.72917	0.64286	0.77778	6.4921
PATES	29	2.0345	18600	0.62222	0.64286	0.67925	6.4921
ORDER	47	2.4255	18600	0.78261	1	0.67442	6.4921
NOOSE	49	2.8776	18600	0.8125	0.85	0.82432	6.4921
STRAD	34	2.2647	18600	0.47368	1	0.5	6.4921
LOIDS	23	2.4783	18400	0.42857	0.375	0.41176	6.4223
STONED	27	2.037	18400	0.77778	0.8	0.76744	6.4223
TINGLE	26	2.9615	18400	0.83333		0.77778	6.4223
ORATES	28	2.1429	18400	0.6875	0.75	0.7037	6.4223
FATE	81	2.2963	18400	0.88462	0.89474	0.88199	6.4223
DALLE	27	2.2963	18400	0.75	0.71429	0.74359	6.4223
CITER	56	2.2143	18400	0.83529	1	0.9	6.4223
ABERS	34	2.4412	18400	0.45161	0.5	0.5	6.4223
COSH	27	3.037	18400	0.92857	0.85714	0.84848	6.4223
URATES	20	2.4	18400	0.55556	0.55556	0.5	6.4223
POET	61	2.5246	18400	0.83333	0.5	0.74419	6.4223
BARN	50	2.66	18400	0.7963	0.57143	0.85556	6.4223
URDS	46	2.8696	18200	0.375	0.5	0.42308	6.3525
PEED	26	2.9615	18200	0.6087	0.5	0.64103	6.3525
NEWS	32	2.7188	18200	0.54167	0.6	0.56667	6.3525
CAPS	23	2.913	18200	0.47368		0.47619	6.3525
MOLD	25	3.16	18200	0.88235	0.55	0.725	6.3525
HIRES	43	2.0698	18200	0.68889	0.82353	0.78788	6.3525
SILT	103	2.2427	18200	0.84058	0.80952	0.87156	6.3525
KINS	22	2.8636	18200	0.57143		0.56522	6.3525
ARBS	37	2.5676	18200	0.4	0.375	0.42105	6.3525
OULD	34	4.1471	18000		0.36364	0.36364	6.2827
AKIN	23	3.913	18000	0.55263	0.18182	0.55263	6.2827
ABAS	29	4	18000	0.66667	0.33333	0.36	6.2827
